uniforme	exponenziale	lorentziana
0.356951	0.281196	-4.09134
0.574926	3.18015	1.39519
0.385066	1.61322	0.543081
0.490011	0.110812	12.1873
0.672331	0.150737	0.00229344
0.254049	3.76625	-211.105
0.844043	0.186447	-0.396431
0.836182	1.34485	0.0237412
0.687333	0.569708	0.918795
0.775312	0.914372	-1.44736
0.540664	0.163168	-10.2961
0.184282	3.62621	-0.197426
0.366867	0.364342	-8145.62
0.733885	0.158031	-9.3244
0.173043	0.0791445	-2.56269
0.376676	0.469892	1.76933
0.133516	0.203436	-29.6213
0.458579	0.475277	0.14992
0.118084	0.472879	2.37638
0.00026513	0.163779	0.319409
0.533091	0.149612	-0.122708
0.106203	0.643797	0.633558
0.346859	0.691045	-0.129481
0.340783	1.12015	-0.652625
0.56718	3.69699	1.09597
0.432249	0.605437	0.317391
0.915209	0.644672	-1.6956
0.113302	0.656169	-2.31174
0.796588	0.265865	-4.26917
0.737154	0.893027	-2.91022
0.66986	0.0313171	-0.702798
0.18309	0.164829	-6.02452
0.708587	1.4698	-0.990038
0.055231	0.741403	-2.54621
0.623038	4.02564	-4.37543
0.974382	1.33448	-0.907373
0.583515	1.25266	0.708298
0.227598	0.753804	1.91771
0.615798	0.251093	-0.277079
0.319655	1.18106	-0.433008
0.577371	0.0282482	16.8549
0.860031	1.51486	4.23115
0.625118	0.452802	-1.09317
0.392374	0.0722348	-0.802834
0.622472	2.67226	0.629713
0.93496	0.143712	-2.46022
0.116167	0.026177	-0.508431
0.949304	0.925328	-1.4358
0.485448	0.690272	-0.779555
0.990415	0.121626	0.679053
0.974681	0.749862	2.17618
0.335517	0.812375	0.383181
0.639168	1.40046	11.4128
0.108242	0.073409	0.440073
0.0814706	0.818117	4.90143
0.121122	1.10007	-1.1948
0.0125485	1.07443	-1.28001
0.623664	0.172429	-5.11265
0.849821	0.0466286	-1.2346
0.482125	0.262234	0.40954
0.97049	0.248511	-1.79311
0.476225	1.05791	0.840845
0.905937	0.406423	-2.73368
0.741195	1.24366	-1.79908
0.617734	0.23968	-0.610453
0.810213	0.406146	-0.219983
0.453107	4.89647	1.4748
0.173525	1.43622	9.58516
0.568759	0.203826	-0.314359
0.986297	0.272624	-0.000159996
0.153512	0.721284	-6.07213
0.178464	0.283483	0.816603
0.315692	1.82486	-0.408899
0.114646	0.206134	0.630563
0.0504878	0.300256	-0.318996
0.232799	1.37789	7.12909
0.17356	1.22901	0.509997
0.93629	0.146977	-0.656917
0.132688	1.62788	2.36695
0.283817	1.77693	-2.16417
0.184459	0.317398	0.608454
0.080703	3.3017	-0.0202277
0.635421	2.23244	-0.0914025
0.110927	0.660993	-0.00422654
0.2977	0.237934	-5.3006
0.974109	1.05153	-2.19249
0.640046	0.465895	-0.612411
0.978395	4.88003	3.02939
0.371621	3.77954	0.119205
0.869097	1.02762	-1.12016
0.557613	0.444433	5.09504
0.00749129	0.0190629	-1.93991
0.105484	2.19499	14.0677
0.359875	0.196926	0.178821
0.787085	1.01764	-0.0327003
0.0963208	1.43709	0.404623
0.72895	2.7283	-0.446489
0.430643	0.547611	2.98958
0.371821	1.13079	0.0981371
0.986149	0.374852	-0.560915
0.255627	0.691221	0.114195
0.492709	0.127439	0.393091
0.522255	2.255	0.577435
0.883915	0.174513	-0.127918
0.230799	0.887836	-0.714294
0.278354	0.0561538	0.248496
0.140662	0.108522	-0.24563
0.665614	0.478287	-3.9197
0.33777	0.804861	0.122346
0.999228	1.32499	-0.844927
0.219803	0.861615	-0.317969
0.461719	0.405671	-7.0904
0.919477	1.13715	3.4958
0.310831	0.411142	0.573389
0.466383	0.604114	0.137481
0.814951	0.605405	0.117718
0.650717	2.11979	-6.32293
0.663218	0.0825156	-3.25741
0.529365	0.670559	2.87135
0.647466	0.629264	0.616759
0.271245	0.823747	1.33795
0.215458	0.820565	-0.594881
0.630083	0.34027	-0.78598
0.117526	0.480104	-0.871661
0.752132	1.73098	2.9627
0.145902	1.05564	1.66323
0.564962	0.689708	2.89721
0.817425	0.0537011	0.315216
0.589398	1.08105	0.51218
0.743574	1.53516	-7.57724
0.382873	2.79321	-0.857618
0.490995	1.33115	-0.0035052
0.453587	1.15843	-2.2302
0.803608	0.641938	0.558478
0.459352	0.131605	0.555256
0.950342	1.06078	-1.53459
0.306372	4.20416	2.70307
0.600967	0.560669	0.0621156
0.161993	2.04739	-1.10492
0.661274	0.603545	0.314428
0.741498	1.09956	-0.132488
0.954601	4.49563	-0.681693
0.319438	3.4481	-0.0420396
0.652508	2.3992	-0.186041
0.914636	0.0223695	0.540428
0.835712	1.73843	-2.52951
0.795898	0.0376604	-1.70723
0.186483	0.187766	1.81416
0.473605	0.323514	0.0167316
0.679237	0.466272	0.64457
0.690698	0.319116	3.51361
0.804268	0.182684	0.0640677
0.646556	6.31319	2.37257
0.431545	0.162983	0.557895
0.115871	1.27712	-0.0623859
0.812367	2.47227	0.785343
0.632328	0.245811	-6.64504
0.657523	0.947392	0.466724
0.773386	1.45107	1.8469
0.497592	2.24882	4.57693
0.986302	0.312827	0.40991
0.328628	0.63713	0.888571
0.307705	2.77737	5.29836
0.913811	0.318806	-1.03382
0.410424	1.93413	-1.71557
0.655613	0.0675847	-1.20449
0.830493	1.04896	-0.131838
0.151113	1.51215	1.5723
0.622255	0.957597	-0.709299
0.294754	0.588337	1.30984
0.315541	1.10076	-4.26749
0.837536	1.47033	0.210626
0.461063	1.33075	0.667954
0.0676464	0.107381	3.83516
0.487252	2.25947	-4.55361
0.0933554	0.360328	-46.9644
0.536262	0.538665	0.626856
0.958679	1.31283	3.80236
0.150938	0.14924	1.35584
0.20917	1.66755	-0.640374
0.263541	0.179546	-0.589068
0.401813	2.25277	1.73597
0.944202	0.00422415	1.98642
0.49665	0.638108	0.202577
0.576488	0.00322298	-1.87288
0.893484	0.108991	0.272081
0.563787	3.53488	-11.7271
0.70341	0.251491	0.892467
0.737504	0.797485	-0.273042
0.769395	0.607499	-4.48361
0.510624	0.130206	1.4139
0.323546	0.500174	-0.324048
0.07348	0.135429	0.2777
0.901491	1.78407	1.71784
0.197681	0.336921	-0.697998
0.399027	0.2382	8.54823
0.982707	0.142124	-1.36484
0.293003	0.888429	-0.284434
0.312413	1.47986	-1.93387
0.914319	0.495301	1.25039
0.834488	0.158192	-7.01965
0.603475	0.024986	-2.60045
0.0808881	2.14714	0.131761
0.651044	0.478063	1.75098
0.32795	1.68767	-0.152931
0.895119	0.93629	-1.50484
0.538206	0.781674	7.81338
0.998468	0.658094	1.4915
0.188934	0.765665	-0.874282
0.0735585	0.34242	-0.346414
0.0950691	0.269251	-0.309234
0.410434	0.343276	-0.720064
0.741995	0.0775616	-1.09766
0.160488	0.420925	-0.786186
0.159875	1.78963	0.962937
0.254914	0.236609	0.410692
0.658342	0.500601	0.579643
0.58735	0.412568	-0.387677
0.917404	0.569591	-4.88726
0.107243	0.0745608	2.0547
0.090897	0.549833	0.139681
0.885826	0.318466	0.248944
0.698241	0.254582	0.0402751
0.0748633	0.0241942	0.705043
0.286928	4.52398	-2.87489
0.564574	2.72028	0.15247
0.84782	0.263444	0.24451
0.586102	0.72831	0.628476
0.720328	0.733632	3.14796
0.537732	0.549999	-0.617228
0.302133	0.169895	1.63971
0.898152	1.25197	0.43486
0.69442	1.70926	-1.62319
0.4886	4.92441	-2.4247
0.911512	0.103789	-0.166062
0.143611	0.264389	0.259671
0.398108	2.25099	1.39443
0.134604	0.115997	6.34733
0.168695	0.570233	-1.15227
0.398138	1.46897	1.4284
0.500603	0.517563	3.90691
0.973939	0.758534	-0.148325
0.667963	0.904683	0.654479
0.465161	0.709175	1.02324
0.771301	0.298397	0.145473
0.050797	0.744555	-1.51576
0.155086	0.949734	0.74756
0.882035	2.42507	0.827044
0.921428	2.03591	0.629797
0.22898	1.19917	-3.55366
0.261212	0.671933	9.16903
0.194268	1.59854	10.5006
0.17388	0.919713	1.91726
0.911173	1.31069	0.74067
0.316511	0.637271	0.651105
0.552861	0.819265	-1.86431
0.0494714	0.590025	-1.7985
0.92488	0.150392	-0.202319
0.412094	1.81038	-0.0619546
0.990571	2.75905	-1.26845
0.865092	1.17098	-0.303331
0.101616	1.13097	0.0513432
0.0527649	1.27602	0.104268
0.745973	0.743945	-1.66962
0.60687	0.306071	0.186484
0.932711	0.914002	-0.923274
0.281718	1.29955	-0.188481
0.243178	0.819546	0.819057
0.585307	0.152581	0.318943
0.466003	0.79754	1.2405
0.555244	1.02123	0.00954536
0.907479	1.72062	0.124105
0.796774	0.295086	-1.67795
0.529622	1.71459	-5.55491
0.426475	0.843283	-0.764808
0.104093	0.832542	-2.45176
0.685278	0.0694988	-0.429293
0.492559	2.5072	-1.19729
0.318655	0.908021	0.395626
0.923574	0.162012	0.24081
0.279756	0.905036	1.42175
0.500975	0.822542	-1.17862
0.418335	1.00863	-1.02265
0.192007	2.49589	1.27034
0.0163557	0.240951	0.0363567
0.712429	4.24642	-3.93845
0.616396	0.479633	-1.95796
0.439182	0.437179	-1.04339
0.264482	2.59307	-150.312
0.0790451	1.88735	-2.93082
0.120278	0.15758	3.14854
0.189777	0.877095	-0.135177
0.263379	1.22692	0.10164
0.140719	0.741123	0.236723
0.0358726	2.2492	5.49244
0.0210655	2.53588	-2.57394
0.227356	0.934237	-5.28214
0.860097	0.616699	-2.31956
0.0851455	0.516061	-0.205355
0.619471	4.17279	-1.66135
0.45857	1.72834	0.30252
0.385215	0.0239208	1.26695
0.42976	0.0857146	-1.42525
0.424856	0.610659	-2.18385
0.863751	0.567952	0.923094
0.730264	0.0534934	2.55275
0.0872856	0.494607	-2.5596
0.326899	3.28211	1.3687
0.033923	1.46281	-2.64714
0.530353	0.0292974	-0.503229
0.9615	5.77885	-141.214
0.81727	7.16812	-2.59816
0.523803	0.897167	0.215144
0.406883	0.437759	-0.0515518
0.399813	2.08367	1.05239
0.643098	3.8555	0.652574
0.951211	0.156169	-27.6753
0.0739918	1.0343	0.984498
0.30808	0.901038	-0.278047
0.584064	3.76328	0.99134
0.598648	0.294149	0.977668
0.465574	0.520095	0.279612
0.0963785	0.431252	-5.97842
0.813283	7.09246	1.13732
0.192866	1.13193	1.92761
0.0519248	1.71081	0.814618
0.530405	0.269597	0.499083
0.321073	1.20562	-1.47257
0.0983893	2.20483	0.868429
0.674534	2.44544	-1.07142
0.384819	0.114432	1.62111
0.0943379	0.442566	-15.9967
0.203653	2.37775	0.39248
0.0300059	0.140542	-1.61921
0.631352	3.66458	0.400831
0.759992	0.428264	0.0114206
0.000944728	0.437354	1.70043
0.0961987	0.73882	-1.81902
0.771098	0.595108	0.348461
0.91994	1.48102	-1.48782
0.742163	1.52887	-0.52034
0.876179	0.753117	-5.69817
0.393846	0.54301	-98.8087
0.722329	0.88366	9.18025
0.851329	2.63985	-0.185822
0.742578	0.000382025	-0.593912
0.70544	0.418436	-1.71153
0.717978	1.00217	2.87442
0.0328354	0.910626	-1.23094
0.14463	1.41355	1.17967
0.726069	0.665969	0.345466
0.724293	0.214994	1.04773
0.553817	1.48407	0.721635
0.584264	0.187412	-0.328068
0.278614	2.80864	-1.56922
0.337979	1.15198	-0.0464885
0.10331	0.406203	0.281406
0.511689	0.0203229	-0.102418
0.438184	0.553373	-2.17053
0.572132	0.416929	0.887684
0.324828	1.5435	6.71602
0.414258	1.53139	-1.24637
0.514781	0.044804	-0.0719159
0.606774	0.379533	-0.00616445
0.748599	0.432375	2.35021
0.998057	2.00505	0.63393
0.134717	0.458572	-5.52466
0.191774	0.799339	1.21859
0.362239	0.742543	0.82561
0.45646	0.597759	0.74732
0.848404	0.0748506	-2.85997
0.27871	1.55743	-0.290045
0.68267	0.444831	-15.8804
0.694312	0.212375	-1.9349
0.729001	0.171341	0.308627
0.0283963	1.36447	3.71878
0.937266	1.27287	-0.413675
0.684818	0.299784	0.0966446
0.476174	0.176621	0.897935
0.582256	2.72827	-3.99851
0.119703	1.87966	-2.81025
0.376626	1.90272	-1.52965
0.970857	0.51754	2.26098
0.630853	0.363079	-0.532843
0.327896	6.97799	-0.335817
0.582809	1.40779	-0.850484
0.440957	1.89163	1.58591
0.687879	0.122349	0.119473
0.271392	0.781618	-0.247701
0.75699	0.477065	-0.459926
0.325959	0.954818	-0.197424
0.502684	0.863169	1.48129
0.288292	0.999451	0.32587
0.524113	0.83928	-0.267658
0.533269	0.279659	0.110785
0.732638	0.849788	2.53731
0.0533477	0.0578614	-0.709184
0.157211	0.0438795	0.955239
0.555077	1.70762	0.683601
0.955737	2.20479	-7.74321
0.586428	0.936318	0.0392558
0.0939798	0.187813	-2.98061
0.386812	1.56827	-0.874383
0.534983	1.06096	0.349676
0.662738	1.10979	-8.17513
0.128339	0.934428	-1.67179
0.413685	0.447651	3.69232
0.544212	1.45666	-0.273732
0.542666	2.67863	1.26205
0.496995	5.47676	0.421113
0.498101	0.838118	-0.486223
0.818768	2.03155	-0.929868
0.621012	0.178021	-3.39999
0.957115	0.00798655	-1.68203
0.0271491	0.719395	-2.14332
0.686249	1.78268	-22.0942
0.464814	1.91927	-0.388214
0.710599	0.542917	0.268826
0.316248	0.910327	0.272138
0.638593	0.265922	-1.26843
0.369629	1.36987	-3.73394
0.108456	0.577306	0.908414
0.694021	0.174813	-0.29028
0.296981	0.888985	1.57987
0.400642	1.39263	-2.53961
0.244899	0.0297548	33.6426
0.0274743	2.65589	25.3504
0.759056	2.68159	-1.21042
0.56341	0.722286	-2.76986
0.447901	0.317487	0.0935928
0.12969	0.189021	0.00225878
0.661241	0.226709	-1.1994
0.716707	0.810556	-1.70433
0.257978	5.37123	-2.97285
0.199935	0.105341	-0.0450101
0.988626	3.15835	2.38329
0.825224	0.429094	-1.52929
0.570386	1.19428	-0.816551
0.48493	0.0659237	1.1739
0.365961	0.312421	-14.1115
0.662711	4.19707	-8.20968
0.352076	0.444833	-0.62836
0.057964	0.283032	5.14335
0.904324	0.108964	-2.29083
0.907395	2.48767	3.39755
0.731606	3.67017	0.499309
0.858648	0.309321	-0.445328
0.891536	0.816956	2.72351
0.293545	0.57481	0.730591
0.639705	1.00635	-0.263725
0.82086	0.541699	-0.0450964
0.026501	0.527382	-96.8135
0.949343	0.405491	1.68044
0.735687	1.64014	0.111336
0.471384	1.2179	0.808184
0.428276	1.4863	0.1874
0.896522	0.100705	0.440982
0.619904	0.233795	-0.488118
0.269843	0.93453	-7.63523
0.313506	0.029189	7.44443
0.827606	0.136539	-0.614761
0.677765	0.615691	0.923432
0.175917	0.622765	-7.80503
0.638334	0.554824	-0.689817
0.409229	1.51646	0.922614
0.0435409	1.28944	-1.69275
0.497841	1.21907	-0.536629
0.844119	0.386579	1.38819
0.463548	0.58683	-0.372502
0.67253	0.00867993	1.12299
0.553541	0.0898396	-0.589808
0.42531	0.152242	2.41895
0.213784	0.189386	-0.369358
0.272722	2.0584	1.42372
0.650259	2.751	-16.9839
0.741141	3.44139	0.751043
0.385683	2.03693	-1.74807
0.619693	0.377318	-4.03072
0.479405	0.669981	-2.47791
0.303018	2.49966	0.412771
0.156203	0.453142	-2.3344
0.653047	1.68246	-0.409738
0.380935	0.480233	1.4545
0.762605	2.18493	0.302156
0.837694	2.81273	1.17237
0.664764	0.254797	-1.20898
0.737522	1.01367	-0.157372
0.671701	0.15329	1.52405
0.664964	0.198346	82.2015
0.118617	1.88301	-2.63245
0.725957	2.3718	-0.826885
0.547598	1.60782	-0.319768
0.279861	0.23569	0.0285764
0.308452	1.95587	-1.29696
0.025853	2.74881	-2.08437
0.2143	0.767607	1.02832
0.430729	0.504686	1.55574
0.638389	1.82233	-1.17278
0.139068	0.315189	-1.88882
0.251748	0.595193	0.479112
0.250761	1.67128	-0.514249
0.100402	1.63059	-4.53537
0.514112	1.60112	3.85296
0.717125	0.961325	-2.21764
0.259605	2.05752	-0.287854
0.188605	0.581383	-34.9997
0.535886	0.299	0.704782
0.242964	1.08442	-0.432972
0.23774	1.01221	-0.187664
0.522951	0.914519	0.387733
0.00173313	0.081624	0.455417
0.898644	1.34199	-3.38709
0.425188	1.04324	-2.43956
0.699755	0.22428	-24.7275
0.360179	0.71179	0.0390237
0.651073	1.20818	6.51962
0.44878	1.12921	-4.66419
0.0279411	2.662	0.659477
0.670675	2.55415	-0.223952
0.296835	0.354362	-0.197203
0.120053	0.398192	1.87897
0.877641	0.261435	-0.314334
0.913966	0.179756	0.35546
0.875538	1.12057	-4.45214
0.185071	1.10252	0.163335
0.234611	1.05531	-0.48816
0.437523	0.194329	0.100704
0.9199	0.422156	-2.0064
0.445202	0.701156	-0.965725
0.936824	0.417821	0.211462
0.484205	1.06936	0.00135732
0.653493	0.178843	-3.5099
0.882671	2.75795	0.0798382
0.0289752	2.76812	-0.449701
0.981619	1.41464	-4.98923
0.206883	0.563642	-0.217305
0.77643	0.844791	3.48067
0.110903	0.31753	1.27189
0.152368	1.60063	1.93535
0.975872	1.15545	-0.813705
0.823349	0.406232	-22.8514
0.725026	1.02115	0.212885
0.660683	0.397379	-1.025
0.874092	0.409433	1.15424
0.309401	0.151795	0.0134486
0.317716	2.577	11.779
0.589218	2.14758	-1.58958
0.0124661	0.0756833	0.143902
0.00879264	0.342315	3.40535
0.555527	0.349086	-0.924168
0.722711	0.337997	-1.88904
0.439955	0.0305837	3.12496
0.110655	0.253899	0.332865
0.558777	0.562557	0.513335
0.615586	1.37479	35.9171
0.26728	0.685537	3.24732
0.749027	0.448368	0.193968
0.555075	0.0819544	-0.400226
0.482637	0.459953	-0.475967
0.625295	0.152467	-2.777
0.0896472	0.769868	-5.92823
0.520875	0.323784	9.96025
0.851021	1.03626	1.54159
0.433603	0.535813	0.587044
0.135033	0.194982	-0.161829
0.380539	0.729896	0.864628
0.454558	0.227434	0.433725
0.41777	0.0828111	-0.72272
0.957312	1.16375	-0.753769
0.42399	1.23769	-9.97869
0.375633	0.550025	0.474289
0.853777	0.689423	-2.11339
0.747177	0.515956	-1.54288
0.783903	1.40089	-2.61261
0.815078	1.94842	-0.947066
0.368536	3.17105	4.02652
0.449519	0.764908	2.03564
0.423307	0.245584	1.43594
0.99652	1.35919	-0.0231682
0.11166	0.333217	0.603205
0.695237	0.287684	-0.18502
0.30996	1.44461	1.07842
0.0205612	1.52172	-0.226086
0.655976	0.688129	-0.469217
0.869211	1.43503	-0.0594898
0.824316	4.06824	1.33541
0.438664	0.124274	12.4314
0.0963628	0.190934	-0.520548
0.392399	0.154509	2.23639
0.336224	0.101899	-0.712755
0.910907	1.08354	0.467496
0.60566	0.21323	-0.148064
0.338879	1.0766	0.0583734
0.00862254	2.30333	7.42264
0.571179	0.174099	-11.4395
0.873855	0.303332	1.099
0.3348	0.594464	-0.287992
0.804866	0.459477	1.47123
0.204664	0.566666	-1.74592
0.697466	0.213646	0.350812
0.0554189	0.236419	-0.228207
0.29431	4.128	0.770117
0.63335	1.86722	-0.648409
0.888604	0.524216	-0.634009
0.589787	0.959326	-1.45839
0.91637	0.0769048	-0.294922
0.925116	0.186531	-1.17125
0.620101	0.874559	-0.132593
0.302333	2.38543	0.538946
0.968315	1.63606	-0.125478
0.34088	0.864172	-0.89789
0.390446	0.021817	3.38913
0.690219	1.4726	-0.0821051
0.662058	0.0851724	0.248643
0.994203	1.2301	0.492177
0.650082	0.0245792	-1.38098
0.999592	0.231239	-0.167494
0.429495	3.27715	3.35026
0.731297	1.02328	-103.045
0.542441	0.0521455	-0.794136
0.188785	0.867158	-2.64524
0.367539	0.882641	1.44062
0.990931	1.07248	0.381879
0.536484	0.0875783	0.202118
0.159393	0.247378	0.44383
0.769713	0.739937	-0.864761
0.64849	3.90042	-1.28404
0.413505	1.81815	-1.06149
0.245441	0.396771	-0.0258505
0.40156	0.308082	-2.71068
0.893172	0.0282729	-0.38824
0.164613	5.4638	10.0739
0.766424	0.135262	12.6561
0.196439	2.04909	1.78119
0.869841	0.557235	-0.817486
0.995165	1.14018	-0.397213
0.302718	0.305701	1.00901
0.874663	2.27446	3.00835
0.506531	1.72596	0.435997
0.551011	0.0694617	0.313457
0.314152	1.79246	-1.94529
0.464048	0.590042	-0.148774
0.0454589	0.239379	-63.7535
0.504828	0.235004	0.597105
0.14779	1.41435	-4.91037
0.50947	1.61193	1.84253
0.231217	2.40363	0.916549
0.189042	0.674564	-4.22992
0.504011	1.06794	-1.70668
0.932165	0.648529	-0.963665
0.847521	0.150723	0.0690551
0.548497	0.00854307	2.34467
0.466829	0.431828	-0.0750345
0.909346	0.0947172	2.20084
0.827638	0.0172962	-10.8642
0.418557	2.60935	-8.65991
0.452299	0.296956	0.502777
0.00806521	0.0147849	0.0123558
0.0187453	2.89042	-0.710962
0.213922	0.340012	0.686133
0.366317	0.903912	5.79586
0.184596	3.61702	1.22814
0.913663	3.30779	1.56157
0.33498	2.13369	-1.76939
0.149953	1.09311	-1.39133
0.556333	0.319742	-0.37466
0.362543	0.256279	-0.0718806
0.850713	2.10493	4.64026
0.267632	0.715351	-1.65791
0.315303	0.0706675	-20.0848
0.0613194	0.235585	-274.733
0.782418	1.03636	-1.10303
0.883263	0.0385661	3.71237
0.372631	1.03807	0.861371
0.133399	2.10926	10689.6
0.166998	0.362165	3.21833
0.0753549	1.1499	6.81619
0.737305	0.0908109	0.458862
0.557904	0.57338	1.25601
0.192213	0.396211	-0.184691
0.849005	1.66557	5.10866
0.0196235	0.86694	1.34456
0.764557	0.20331	2.28134
0.332743	0.346421	-1.44068
0.576387	0.396117	5.36176
0.432743	0.101857	-1.50682
0.156288	0.195933	-0.717027
0.432647	0.514162	0.164907
0.285319	0.0699699	3.45491
0.211756	3.59842	3.29111
0.411103	1.04999	1.95761
0.0279139	1.15756	-0.672997
0.646119	0.223355	4.67546
0.289046	0.0692949	17.166
0.461451	0.851877	0.551683
0.427309	0.0806784	0.12479
0.0900894	0.417822	-0.976475
0.511767	1.23374	-2.86317
0.390042	0.334662	-7.69312
0.809191	0.558691	2.65243
0.0195166	3.03823	-3.44149
0.660121	0.522478	-2.06329
0.985028	3.7518	-0.265251
0.0789196	1.52404	-4.71224
0.111457	0.959475	-1.51364
0.365488	0.7672	-1.59697
0.26499	0.337086	13.7114
0.792005	0.0779553	2.41315
0.129143	0.513961	2.01513
0.920952	1.66475	-0.930159
0.34696	0.84322	-0.67525
0.00222656	0.117342	0.290805
0.0704764	0.0444301	0.23461
0.452653	0.887254	-3.24867
0.051627	0.13268	6.87766
0.455209	0.07025	1.67766
0.81877	0.402895	0.881409
0.351719	1.95045	-0.090816
0.61305	0.217924	0.477112
0.72386	1.10267	31.3024
0.413837	1.70523	3.38508
0.970101	0.806919	-0.324316
0.811043	1.01868	1.24515
0.373736	2.54247	-0.413654
0.610374	1.07844	0.350946
0.919993	0.780521	1.40196
0.329549	0.492294	0.848369
0.348846	0.541908	-0.306914
0.294955	1.65653	6.12934
0.789959	1.25249	-0.747281
0.75166	0.17462	-0.939183
0.870162	0.530068	-7.11854
0.633954	0.396272	1.31714
0.449465	0.188587	2.69195
0.450602	0.0330591	-0.156475
0.222769	0.471273	-0.155766
0.344621	1.63629	2.62796
0.449018	2.38444	2.3938
0.876402	1.14964	-0.877755
0.949113	1.9761	-3.31605
0.323743	2.11501	0.253328
0.271088	2.61798	0.158558
0.0517182	0.246982	-1.37814
0.835375	1.43494	-1.94979
0.917797	1.50394	-0.773741
0.626735	1.73575	0.623715
0.190321	2.05283	0.903803
0.439023	1.19241	-0.939
0.541039	0.859668	1.33347
0.747455	1.38036	-0.142801
0.482126	1.20188	-5.88166
0.115693	0.117667	1.2872
0.0910264	0.248878	0.167202
0.157919	3.56533	0.989071
0.524876	0.0842624	-0.953716
0.0137939	0.851098	-0.556849
0.903008	2.16952	0.169582
0.0436323	0.240387	0.964366
0.431187	1.83916	0.345646
0.360567	0.247668	-0.251605
0.835338	0.716454	17.4667
0.702381	0.182405	-0.0576422
0.138615	1.20461	1.44632
0.702434	0.876118	-3.4692
0.778452	0.559075	-1.82089
0.187598	0.829885	0.531313
0.268798	0.217878	0.0210605
0.317767	0.373976	-25.6893
0.502384	0.357901	-0.354025
0.957448	0.547309	5.23277
0.419983	2.38651	0.143536
0.617838	0.358487	-0.535407
0.655699	1.99984	-7.92142
0.820872	0.155929	-1.00849
0.966954	1.14997	-0.634249
0.411672	0.42095	-2.73569
0.0369729	0.186543	0.188622
0.750457	1.4331	1.47338
0.246537	0.537152	-0.104184
0.946373	1.37513	-1.92737
0.394372	1.52713	-0.21992
0.0848205	0.180968	1.13986
0.919446	3.29932	-0.885866
0.753772	3.03965	0.166311
0.167028	0.295721	0.615755
0.486983	1.07114	3.46486
0.845825	2.9264	-0.0146405
0.738024	1.38922	0.174971
0.241972	0.58203	0.240482
0.820558	2.38621	0.914291
0.0489011	1.79085	93.472
0.422086	0.288755	16.8334
0.222395	0.153567	0.552188
0.256759	0.724425	-6.48375
0.356735	0.0566541	-0.860611
0.722364	0.964394	3.55755
0.427837	0.200937	-1.49822
0.680286	0.31312	0.157138
0.725162	0.594236	0.282577
0.522844	0.463516	36.8311
0.196832	0.155174	-8.94373
0.412883	3.50264	-2.25952
0.706115	0.568161	-6.21925
0.248683	0.778058	1.77549
0.64117	0.664429	-3.91817
0.855329	2.15442	-0.175267
0.216248	1.52494	1.2745
0.764606	0.619461	-0.650897
0.192876	0.101147	4.60272
0.641106	0.904742	0.776453
0.893979	0.0895514	1.09019
0.50916	1.2993	0.017956
0.756481	3.7619	17.5994
0.921047	3.31635	0.363991
0.652928	0.102562	0.28633
0.679274	1.21858	2.59571
0.477194	3.21702	1.08519
0.424664	0.0874706	0.262696
0.321662	1.1181	0.747531
0.451974	2.4919	0.371993
0.788934	0.258928	1.77776
0.781242	0.576536	0.835845
0.810175	0.195817	-1.86623
0.216254	1.68268	0.26068
0.0244112	2.40424	-3.35938
0.386263	2.63665	1.24932
0.400742	2.7678	19.5644
0.226853	0.872068	-0.596662
0.243707	2.43932	-2.33899
0.864571	0.0397601	0.153652
0.393563	1.6528	-0.109112
0.215329	0.663221	-0.581968
0.640289	0.162712	-0.689866
0.252539	0.238604	-3.37458
0.346634	0.517286	-0.259543
0.628553	2.50407	-0.0684368
0.767646	1.49126	-1.74083
0.582917	0.749638	-6.09292
0.965917	0.433097	3.20554
0.230585	0.311044	-0.126657
0.530534	0.582554	1.9231
0.137451	0.245298	-1.52251
0.789219	0.809658	-0.242968
0.814334	0.783476	0.592083
0.318107	3.4761	0.520083
0.606598	0.566221	-1.4327
0.159295	0.440639	0.460546
0.332043	0.655691	-0.0747361
0.519399	0.29462	3.40589
0.479754	0.293969	3.32394
0.623909	0.389804	-28.4275
0.569557	1.15992	-0.797716
0.933033	0.924092	-0.486007
0.743696	0.465648	1.35158
0.389653	2.33009	0.184807
0.85344	2.5243	-1.48631
0.0226202	0.926391	2.00407
0.295874	0.437342	-0.457808
0.380086	0.127969	-2.97029
0.581036	0.985964	-2.00346
0.617955	1.53676	-1.14792
0.130729	0.376569	-61.7997
0.926295	1.74226	-0.879493
0.583905	0.426845	0.0491598
0.342145	2.31199	1.47453
0.423164	0.314368	-0.882139
0.299817	1.09179	-309.072
0.550859	0.13481	-0.978202
0.859741	0.13688	4.88182
0.0492888	3.05788	-0.516577
0.8655	0.112945	0.983712
0.61806	0.0615024	0.235257
0.875484	1.19742	-0.273706
0.129705	0.944441	0.737768
0.298316	0.882267	-4.91662
0.543926	1.16139	-1.1383
0.833564	0.716841	-0.253033
0.978223	1.66246	-9.05733
0.317454	0.82431	-8.85932
0.983389	0.169314	-0.17382
0.420406	1.859	3697.57
0.855485	1.95101	-0.405344
0.0186058	0.26412	-0.180893
0.710507	0.910833	-3.11329
0.48869	2.57463	1.90459
0.473321	0.890762	3.10696
0.937912	0.550069	0.682062
0.255508	0.837091	0.313263
0.906092	0.63835	-2.24306
0.925956	0.68698	0.994616
0.29636	0.199107	-8.74218
