N=1	N=2	N=10	N=100
0.371152	0.864942	-1.01937	2.77963	
-2.5582	1.47205	0.696456	-0.736498	
-3.27053	1.73965	-26.5607	2.419	
1.64827	-0.731896	0.635378	2.70042	
-0.0991508	6.40541	-0.406815	1.30999	
-7.37627	0.779725	-0.0235687	0.160413	
0.934256	-2.29002	-0.119373	-0.317502	
0.0928683	-0.949238	0.470126	-1.64977	
2.21461	-0.7863	-3.47529	-0.212488	
16.6938	-0.227063	-0.336379	1.91785	
1.20654	1.19516	-0.0773526	-1.75829	
1.70579	-0.811407	0.306645	-1.23789	
-2.53116	-2.2812	1.97964	-0.0570398	
0.276614	0.112183	2.13439	-0.591764	
-8.18726	-0.533227	0.138533	-1.03914	
-2.03752	3.19453	-0.262747	19.2041	
0.754033	1.49613	0.631967	1.10132	
-1.43994	0.666334	-2.45637	-3.31842	
-0.193344	0.0441295	-0.420276	-21.2689	
4.66454	-2.77694	-0.769553	0.535016	
-0.652189	-0.36537	-0.803089	0.870975	
0.67565	0.430133	-3.60355	-1.2139	
-0.569537	-3.19555	-0.879031	-0.158579	
-1.34595	0.361532	0.314894	0.323749	
-8.1253	-3.40318	-3.15945	-7.58151	
-0.268788	1.21682	-1.61922	1.53881	
1.2132	-13.0197	0.391508	-0.129781	
0.266522	-0.163761	1.44808	-0.84889	
2.23643	0.373928	4.26934	-2.26735	
1.42982	-2.54885	3.19401	3.61711	
0.5838	0.137529	0.507507	0.777773	
1.96456	1.1004	0.105544	0.91466	
-3.60206	-0.677509	-0.190462	-3.33161	
-0.0396173	142.975	0.80597	0.27649	
-9.17735	0.836673	0.176824	-2.17106	
-5.60886	-2.28849	-0.580933	0.900299	
20.8648	167.367	-0.301435	1.324	
0.288177	7.48261	-10.2149	0.0839276	
0.148804	1.43078	-0.327145	2.11393	
0.913945	1.56186	19.0344	0.767085	
-13.2526	0.138738	10.2395	0.929314	
-0.0261655	0.339141	-3.73535	2.39748	
0.761332	14.9254	-1.76832	-1.74217	
-0.492217	0.145498	-1.38225	-2.85055	
0.825327	2.82927	2.54646	-0.15201	
-0.00954428	0.673449	0.375622	-2.10815	
2.77759	-0.169482	-0.145134	-0.871189	
0.320355	-8.75386	0.912584	-74.4583	
1.29262	-7.11178	-0.780275	-0.446596	
-0.0768421	0.225971	1.13355	-0.270204	
0.412928	3.50845	6.28577	-0.793264	
-14.1202	0.871682	4.13312	37.196	
4.27833	0.548915	-1.39122	0.0915228	
0.456034	-6.23878	-0.950539	-1.73076	
9.17575	-2.52032	2.09224	0.169539	
-4.38874	1.82695	-5.18783	2.0277	
-0.256756	-0.486233	0.235494	-1.58761	
155.148	-32.5076	-0.654746	3.49712	
-1.17613	-0.465789	0.342683	3.36749	
1.26228	-5.15452	5.55232	-0.397758	
0.694517	1.75214	-1.95356	-1.67257	
-6.95722	-0.787194	-34.0948	-0.0350085	
-0.397448	-1.2425	-0.135587	-0.374297	
-0.876324	1.01695	-0.773539	2.20578	
2.8217	-0.396503	-550.578	-0.465222	
-0.547338	0.730964	-3.71838	1.12607	
-1.96757	-7.55613	-0.416292	-4.15139	
3271.45	2.34395	-0.994168	0.783392	
0.226185	-0.806908	0.536683	0.112934	
0.987788	-3.2877	-3.06548	2.16495	
2.08621	0.800001	0.276421	1.24468	
0.3121	-1.2315	-0.157064	0.243895	
-0.806535	0.630083	-0.802234	-1.09047	
-0.399919	5.15394	0.734761	-0.0953664	
-50.9955	-0.618267	0.581419	8.26884	
-26.8873	-0.12481	0.637921	6.36954	
0.492565	-0.337786	0.166439	-8.30729	
0.441855	1.92256	1.6246	-0.374269	
6.81794	0.846555	0.109534	-3.06613	
-5.00736	-1.58998	-0.980047	-0.224372	
-9.99953	0.204768	0.888665	-1.4793	
2.08191	-1.62113	-0.821	-0.105738	
0.3726	-1.0066	-1.52337	-1.45771	
1.21904	0.382886	-0.0361256	-1.20271	
-0.721668	-1.66684	17.8668	0.966662	
-0.0415588	-2.02123	0.604354	-0.25605	
3.02197	-0.0422301	-76.037	-0.0282703	
-0.0312942	0.792121	-9.84276	-0.398134	
-0.940685	-0.357566	0.473054	-0.0817169	
-2.4656	21.4143	-0.424983	-2.92794	
-0.931095	2.03361	1.1502	0.423545	
-0.702152	0.126963	1.73286	-0.954713	
0.213005	0.528474	-1.3994	15.0937	
-0.493396	-0.58155	26.2747	1.28998	
0.198879	-0.249666	-0.287181	0.454033	
2.95879	2.69554	1.7907	1.66038	
0.149254	0.0638692	7.51023	0.738419	
-1.11213	16.1295	-0.539557	-0.708876	
-0.573246	0.11798	-2.34596	-0.792288	
1.08013	1.90148	-35.8633	3.06826	
-1.76462	2.452	-0.357626	-0.720957	
1.16646	-0.116872	15.5017	-1.21268	
7.90215	0.70255	-1.62253	0.894396	
0.176579	0.190013	1.30166	0.329054	
-9.51568	-0.0133664	0.522789	0.223778	
1.38414	-0.46679	1.30877	-0.509734	
-1.25594	2.43712	0.706065	-2.34313	
0.533117	0.749868	1.03793	3.66368	
1.03975	-1.64634	-2.62783	2.76922	
-0.180623	0.962683	-0.178122	-1.36584	
2.03485	-0.310923	0.607854	-0.392147	
-0.533567	0.988126	-1.29831	1.36976	
0.0779198	2.30322	0.309954	-3.53325	
3.41762	-3.14939	1.56148	-0.106732	
0.328054	6.57456	5.89028	-0.174003	
0.650925	0.134205	-0.777132	-1.09943	
0.0337048	0.48854	-1.69544	0.168367	
-0.547384	0.115042	0.728383	-1.7157	
2.195	-5.4203	0.0562844	0.153292	
-1.18091	-1.01593	-2.166	3.94607	
-1.38429	0.250482	-0.653348	1.48338	
-24.9417	-0.652786	0.687912	0.497328	
-0.648234	1.00496	1.79005	-0.145672	
0.241161	-0.6101	0.332133	0.447524	
2.06545	-1.29477	0.758057	-2.59153	
-0.077722	0.173532	2.09105	1.95521	
8.29202	-0.372097	0.0613116	-1.12529	
-28.2447	-0.969528	0.442876	-7.76001	
0.412602	-1.14391	0.184762	-1.55126	
1.78519	3.23817	1.2396	0.194996	
-0.944562	-1.42181	-7.65335	0.00431522	
0.778097	0.884921	-0.34182	-3.7036	
-0.801105	-11.1227	0.324724	-0.354098	
-9.33224	0.00676657	-0.21276	1.25632	
-0.0399319	-2.90947	1.57927	-1.69683	
4.15348	0.0165835	1.69808	10.766	
-2.45824	0.318119	0.603096	0.997447	
39.4072	3.91154	-0.582949	0.968833	
-0.104627	0.5502	1.35214	-27.552	
8.5541	-1.45778	0.178537	-0.184495	
-1.36146	-4.74566	-10.2375	-0.874996	
5.63162	0.458897	0.327383	-0.499177	
0.522915	-0.0911633	0.837766	0.270359	
1.60622	-2.29961	1.29029	1.93844	
-64.5515	21.4239	1.85354	-0.23655	
-1.12438	1.67548	0.257741	-3.10615	
-0.995822	0.559252	-0.765199	0.631132	
3.69712	1.57166	3.9399	-0.650363	
-1.66292	-0.354421	2.11956	1.60031	
0.434479	0.271554	1.39686	-0.595095	
-2.39418	1.51176	-0.36924	-0.368982	
0.0834617	-1.31163	0.345126	-0.35474	
2.72897	18.0424	-0.122122	1.6739	
-2.24289	0.47607	2.6555	-0.196418	
148.891	0.49754	-0.509147	0.58477	
-0.503051	-0.197444	-2.86365	0.31095	
-0.184629	0.949371	-0.389212	-2.65068	
-3.63956	-0.649718	0.306804	-0.433147	
0.0242558	0.164892	0.845511	0.11417	
-1.84497	1.41548	-2.66498	0.730784	
-1.51279	-1.41	0.377406	0.237858	
-0.686448	2.01932	0.615462	-1.64206	
0.429623	0.437758	0.288618	10.6399	
0.951659	0.0998413	-3.37301	3.27166	
-0.651358	0.0156638	-2.03885	0.318125	
-0.87766	1.812	-0.96306	3.10506	
0.0374004	-0.73333	0.379716	0.498701	
-10.9085	0.124983	-0.497549	-0.286675	
3.4603	0.394575	-1.51962	-0.919418	
-1.37801	-9.78323	0.267197	0.697763	
0.856413	-0.192934	0.411137	-0.01688	
-0.504407	-0.10437	-0.991224	-1.32388	
3.26316	-0.481804	0.474658	0.234758	
-0.565373	-1.10529	0.804193	12.653	
-1.00066	35.9894	-0.649889	-1.30651	
-0.815185	-0.733031	0.436903	-1.36464	
-1.50117	-0.469793	-5.44728	1.41049	
-12.8255	-0.609988	-0.0747986	1.61399	
-4.15675	5.41237	3.10796	-0.452033	
0.0226495	0.168807	0.194028	0.860666	
1.52686	3.48609	2.48678	-1.46693	
-1.81687	2.83346	0.64817	2.63579	
-0.38426	0.735667	-1.65793	-1.58121	
-1.23602	0.299884	0.157687	0.684497	
-0.691837	-0.598587	-1.52261	0.216762	
-0.119319	-0.0714668	-3.85355	0.823082	
1.51224	0.714319	-4.97497	-1.28338	
0.36669	-0.413097	-1.61458	-0.321261	
0.542498	-0.312304	-3.28735	0.0750429	
-0.682433	-0.848501	3.447	-0.326151	
3.19342	0.426264	-1.04167	-0.216126	
-20.2162	-1.03168	-1.29951	0.260407	
1.17272	37.9167	-0.522286	-11.9808	
-0.668699	0.414045	-4.57347	-6.04798	
-0.206805	0.838646	7.74119	-0.226384	
0.0919797	0.394373	-2.45149	1.10017	
0.786152	-1.06866	-0.37577	0.526989	
0.56681	-2.52676	0.577781	-1.04192	
-64.9469	0.356217	0.137585	16.7529	
-0.135308	1.39944	0.781444	1.87744	
0.355574	0.611066	1.18887	27.3476	
0.115652	-3.07838	0.39838	-1.19213	
0.955629	-0.853304	-1.50047	-0.687248	
-2.39737	0.757214	-5.544	4.47791	
0.847445	-0.0312601	-1.1531	-0.142116	
0.579193	1.37123	-0.744689	-1.21272	
3.24452	-11.9007	0.244091	2.28951	
-3.46011	3.10905	1.38707	0.360182	
-1.83271	0.913711	-6.06422	-1.14967	
1.66787	0.11077	0.0801414	1.08528	
-0.69412	0.379753	0.715691	-0.493194	
4.98731	-2.38465	0.996457	-0.996737	
0.642845	5.1203	-0.920935	1.02648	
-0.220426	0.909853	0.343076	0.321129	
0.123996	0.74904	-0.025379	2.2258	
-0.509113	15.7683	-1.6475	19.5093	
2.88122	-1.91774	0.186847	-1.17612	
-1.67372	0.677585	-2.94567	-3.01404	
-2.09281	0.113881	-2.66779	0.191086	
-1.47009	0.647478	10.5918	12.5617	
-0.25205	-0.90388	2.08232	2.37203	
1.18331	0.479888	0.266533	3.11241	
1.68719	-0.0868854	-0.130638	0.787877	
-2.28186	-1.55978	0.145173	114.436	
8.93487	-0.133669	-0.60497	1.0672	
0.824066	11.6614	-0.935746	-1.96956	
-1.4183	-9.204	1.32072	-4.62105	
0.933123	0.861632	0.921961	-1.46733	
-2.17378	0.507839	2.22165	-0.667466	
0.615518	0.298795	1.1456	19.187	
0.567699	-0.237588	1.08311	-10.4547	
-0.284801	-0.679691	3.7004	0.687432	
5.22677	4.86608	8.79053	0.535584	
0.963823	13.8415	-263.653	-1.87503	
1.1595	-0.851287	-0.392493	4.47354	
1.94779	4.38147	-0.0702126	1.73479	
-0.792733	-1.09533	-0.680173	-0.0408469	
0.0966678	2.01128	-54.2332	-0.193762	
2.47676	0.882094	-3.19854	1.0516	
0.867049	0.275256	0.452493	-1.38418	
1.69257	-0.747357	-2.06827	0.291314	
-0.266725	-0.0980512	-1.27974	-2.51868	
-0.924678	-1.18346	0.736326	-0.443652	
-1.21558	-0.295236	0.265159	-1.58365	
6.94131	0.647155	13.9268	1.56945	
-0.9542	-0.115999	-14.1447	-0.299882	
-0.555632	0.00527214	0.696221	-2.96569	
-0.0046803	0.499238	-1.05821	-0.647703	
-0.0892293	1.15065	-2.36189	1.46691	
0.860915	-0.535542	5.93772	0.168401	
-0.222658	1.19242	-0.192088	24.8204	
-2.19101	1.52405	47.1031	-1.05903	
0.10396	7.4419	-2.13819	-1.32979	
-1.24941	-15.0674	-1.43718	0.0435979	
1.11368	-0.0199769	0.7027	4.03689	
0.0127346	3.05769	264.867	0.73202	
-0.144129	-0.937265	0.0503832	1.07151	
8.1264	-3.46413	0.419448	-2.93764	
-1.4501	-1.34322	41.5705	-0.864603	
-1.12456	-0.566717	-0.909673	1.92425	
0.11174	-2.52525	-1.45646	0.353029	
0.650974	0.0468942	4.76817	0.310554	
-2.77185	1.30793	-0.300597	-7.26324	
-1.80057	-1.3964	1.19533	0.0628046	
-3.33163	3.58051	-0.0472171	-2.14721	
2.36945	2.61129	-1.90747	-0.815421	
-12.3916	0.362207	1.02273	-0.220608	
5.15483	0.782541	0.314795	-1.73199	
0.0520721	-0.140737	-1.211	-2.49148	
1.43271	-5.1606	1.0447	0.33587	
-1.54113	2.20168	1.88933	-35.6314	
0.627568	-2.63898	0.42108	0.792973	
-0.208751	0.156049	1.31894	110.568	
2.28181	-3.31481	3.20272	-0.503347	
-1.38685	-0.309497	1.7527	-0.560225	
-0.118986	0.047414	-0.136206	-2.59744	
-0.27216	1.70415	1.76742	-50.1769	
0.602273	-0.414586	-0.364868	-2.32595	
2.31504	-0.671071	2.28322	0.200534	
0.417461	0.0102223	0.269564	1.17787	
28.7304	1.24651	-0.0634552	0.26061	
-0.340574	0.339004	-1.47414	-1.73704	
0.502622	-0.420196	0.947412	-0.273782	
1.39427	1.65275	-3.92925	-25.618	
-1.75819	0.0838231	-2.63081	-28.8976	
0.268069	0.0521177	-2.50544	-0.0854418	
-0.20724	4.67203	-3.13176	0.469982	
-17.4119	-1.33468	-27.0974	0.514586	
0.88096	-0.772888	-0.588146	-0.401738	
-6.1867	0.584186	-0.103713	-0.444503	
0.714136	1.17049	-0.510912	-0.535064	
-1.11566	-2.1277	-6.25593	-1.19597	
-2.36221	-0.0973156	-1.49479	-8.13528	
-0.296211	1.20627	0.5325	0.268557	
-0.169599	-0.989701	0.796561	-2.03408	
0.307645	0.0457025	0.608633	0.381997	
24.2336	3.17548	0.114482	58.8537	
2.42878	-0.384188	0.734008	-0.472081	
2.04101	0.833445	-0.231795	-0.825989	
-0.0204967	2.46533	2.0216	0.988301	
1.67269	0.154256	-4.81726	3.66342	
-0.20581	-2.54109	0.417728	0.427743	
-0.118333	12.1254	0.616225	0.619005	
0.551677	0.786166	-2.2633	0.418251	
-3.50387	-1.89234	-0.647427	0.255192	
1.27891	14.3989	-17.4647	100.379	
0.556366	-0.932392	0.271309	0.976501	
3.34054	-1.14224	-0.201528	0.885938	
0.108431	-1.11736	-20.3611	0.393633	
-2.49883	-1.23064	3.64638	1.62391	
5.12622	0.58363	4.74392	0.972326	
0.219503	3.21617	-3.27506	-0.440438	
-5.605	0.4301	-1.00167	-0.871081	
-1.60701	-0.488607	0.439095	-0.492618	
12.8889	-5.28919	-1.29732	-1.37583	
0.52163	-2.74267	-1.92853	-0.156935	
0.0705437	1.01164	-8.57947	-3.51984	
0.974163	0.956317	3.54811	-3.80346	
1.92826	-15.9784	11.0679	-1.49028	
0.887903	-0.879718	2.5904	-0.43281	
-0.881173	-0.386858	2.06848	-6.39459	
-0.879252	-1.79225	-0.676444	3.61354	
-1.43952	0.851381	23.1452	10.5199	
-0.0440233	-0.129954	15.034	-3.01848	
-0.552372	-9.26194	0.524231	-0.304405	
-2.42354	-0.33704	-0.5346	-1.15534	
-1.46332	0.0365815	1.01824	0.544369	
2.44905	-0.29566	-10.8835	1.51677	
1.80209	-0.120833	-0.88258	-0.297262	
-2.64885	1.2571	1.85119	-1.3187	
0.731474	4.54544	-0.0697374	0.907583	
-0.546844	-26.6935	1.4982	2.79614	
-36.2622	2.54463	-0.284731	1.30033	
-1.05814	0.341101	0.169877	-0.491431	
12.4986	-0.272524	6.51787	2.61587	
-1.25937	-1.74029	1.85419	0.142485	
-0.312887	-2.62805	-0.483422	-3.04675	
0.752696	-2.91543	0.512831	-0.0764995	
-0.611138	-1.28891	-0.827032	2.263	
-0.186892	2.55171	0.445398	1.82252	
23.0182	1.38253	-0.2088	1.74783	
5.55845	-0.602646	-0.78196	23.2899	
-0.717885	-1.52911	0.539532	-1.96227	
-2.58955	0.162037	-9.50205	1.54424	
-0.763618	0.292052	1.14377	-2.61479	
-2.1641	-0.391374	0.378219	-0.937186	
0.90302	-4.28536	0.364732	6.55178	
1.46094	1.64385	2.5796	-0.488234	
0.683447	2.32494	0.541203	-3.66061	
0.641401	-1.38817	2.77963	-0.142232	
27.723	-6.11709	-41.4402	0.50773	
-32.9299	-6.30956	0.917825	0.138088	
-0.664043	-1.13787	-0.35109	-0.151842	
0.0531074	0.862232	0.64613	0.753313	
0.267801	0.718678	-6.60824	-2.10847	
-0.400787	1.26726	-0.15864	1.7527	
0.548861	-0.627056	-0.366962	0.0660476	
0.569694	-0.994813	8.87028	-0.961852	
0.225768	-0.292982	-0.470304	0.271046	
-1.35483	-13.6329	0.338795	97.7019	
-9.04907	-0.228559	-0.949713	2.59471	
1.23999	-0.170518	-0.263419	0.642851	
1.1021	-1.82895	-0.456241	-8.57163	
-0.648102	0.520721	-1.05305	20.6064	
1.16329	-0.473579	-0.519446	-16.6985	
1.21828	1.57721	2.60565	-0.801673	
0.739472	1.82765	0.180762	0.23429	
0.465119	0.392627	-0.487219	0.961704	
-1.91959	-0.103755	3.5212	-1.78376	
0.409304	-0.571308	-3.76532	2.45631	
-0.605633	3.34421	-3.74976	-4.8424	
0.278634	0.923209	-42.936	-0.553786	
0.319028	-0.580609	-2.47825	-6.0184	
-2.02188	-0.101088	0.807945	-0.107267	
1.17824	0.794611	-0.277175	-1.23322	
0.715931	-0.482428	-1.05354	-1.72893	
-0.0811801	0.941061	1.1282	-0.690123	
-1.74217	0.472884	-1.29337	-1.16925	
0.20058	0.0845734	0.0379281	-0.815089	
-0.688275	1.17258	0.732985	-9.59093	
0.534587	-1.1771	0.532866	-0.560867	
-1.09219	0.521478	0.558881	-0.72856	
-3.08109	2.06292	-2.6999	-0.350863	
0.0636424	0.727456	-2.76937	0.0761683	
-1.60973	-0.196746	1.58822	-0.430235	
-0.644342	-0.812961	-0.218328	-0.91773	
-0.337908	0.199612	32.4765	0.0478233	
-6.97972	0.559799	2.58201	1.18425	
-0.232044	0.883416	4.49876	-1.50253	
-1.28409	0.245207	-6.12295	-0.0448281	
-1.4968	3.58233	14.3113	5.79281	
0.546616	-2.54777	-12.0689	-2.02385	
-0.683524	0.802599	-1.73338	-2.38702	
-1.04606	0.757321	-0.196261	-0.0239708	
-0.214516	0.656738	0.577886	0.821735	
1.13707	0.451208	0.840059	-1.17944	
-34.1854	3.47227	1.00836	-2.13615	
-1.02868	0.992859	-0.341708	-0.0827673	
0.252365	-0.458674	-2.81247	1.30053	
-0.791405	-0.188776	0.259014	4.2365	
53.5537	-0.0108433	-0.257613	-0.108976	
0.980262	-1.4272	-1.56866	1.9787	
-3.49714	26.2082	-0.494683	-0.569026	
10.3106	-13.097	3.98808	2.06136	
0.870578	-0.00989507	-0.563248	-1.3218	
-0.110056	-4.34332	1.17368	5.95313	
-1.30214	-0.364094	0.100846	-0.477487	
0.537443	-8.53621	3.31212	0.310914	
-0.0305116	-10.628	2.3004	-1.79773	
-2.13301	-0.237797	-1.01895	8.51135	
1.77063	0.0121788	-4.00424	-1.10616	
-3.06297	3.00051	0.459101	9.59058	
0.0326432	3.27635	1.28525	0.689918	
-0.288725	-14.0862	2.09561	3.9076	
0.296091	3.59678	-7.10497	-5.40444	
-4.51569	1.07623	-0.399776	8.64115	
-2.29855	0.456129	0.351692	0.401708	
0.0240639	-0.240839	23.4243	-1.38477	
17.8985	0.855838	-0.598512	0.848103	
-0.164152	69.023	0.146692	3.21148	
0.151826	0.82309	2.80864	0.373917	
2.37275	-0.775712	1.95476	2.32958	
-6.67152	-1.16463	-10.665	-2.9941	
-1.52615	-0.133678	0.304818	-0.440282	
-1.18659	-0.538961	1.15833	-0.239157	
-0.895367	-0.738793	0.169227	3.02395	
-0.213834	-0.408165	-0.287248	5.1311	
-0.767532	34.0352	-0.379161	-2.56606	
0.664866	-0.42555	0.632082	1.89094	
-0.364953	1.6515	-0.520098	6.77107	
1.62836	-0.169378	0.251261	-0.7227	
-1.35293	-0.773529	-0.336106	1.00047	
-1.03253	-0.860888	-0.790415	0.265743	
-0.469207	0.113978	-33.0843	0.206557	
0.464266	-0.17828	2.57291	-0.612548	
-0.9292	12.252	1.02052	2.86298	
-4.52785	0.343168	-0.0232263	-2.06654	
0.794849	5.53099	-1.36002	1.62527	
-0.648366	-0.59942	-2.23822	-0.182028	
-1.9945	-0.921205	-5.83723	83.1087	
-3.06765	-4.87534	-0.45493	1.92999	
0.0255092	-0.824413	0.114117	1.08726	
-0.63486	4.25462	2.1205	-0.216887	
1.10575	1.04486	34.8378	-0.117502	
1.72949	1.36935	0.434888	3.3882	
-1.46121	0.588545	0.193485	-1.22853	
0.209989	2.43284	11.4796	-3.1676	
-0.744591	-4.30767	1.68555	-0.349283	
1.64555	-10.6034	-0.489326	-0.222809	
0.221555	2.39213	6.12279	-8.57438	
0.729373	0.110405	0.278075	3.02324	
-0.210121	0.085224	4.79605	1.52978	
-2.11255	4.45203	-2.02908	2.11413	
-5.01964	-3.45796	0.343294	-0.495019	
7.78377	-0.635463	-0.289404	0.809531	
0.426713	0.12369	-0.988657	-0.616928	
6.70332	0.77463	4.46367	-0.111709	
-1.25675	-299.131	-0.813859	0.865732	
0.979233	-0.827765	0.513446	-1.45136	
0.595011	0.308232	-0.790072	-0.220362	
-0.116688	0.0777313	0.200269	6.99756	
0.0120143	0.646726	1.27789	-0.0775763	
-0.284961	-0.432337	2.63229	0.173251	
-2.63554	0.890467	-0.383665	-0.0380253	
0.801306	-0.962718	-1.06526	-4.08969	
2.53483	-1.47297	1.09499	5.46543	
-0.270793	-4.0903	0.19946	0.920761	
0.333882	-5.21908	-0.768414	0.455884	
2.74595	5.01779	-0.468755	0.13966	
-0.245046	0.0790065	-0.256509	2.24819	
-0.338453	-34.5232	-2.96327	-0.16239	
0.386231	0.976168	1.00131	0.617694	
-0.00444238	0.927241	23.224	-0.639459	
-0.787245	-0.512052	0.189467	0.633806	
-4.23817	4.88967	-1.42912	-1.25821	
7.97378	-0.541286	0.151515	9.63465	
-0.966747	-6.29744	0.208964	-24.9542	
3.6831	0.722698	-0.34423	-2.44982	
7.8078	-9.04972	-0.191704	0.515415	
-1.23403	0.598373	-11.046	5.37265	
-0.823435	1.26735	1.98727	-0.341667	
0.470084	-1.50058	3.25538	1.03502	
-3.06061	0.616301	0.867623	0.710623	
1.11416	2.18777	-2.84168	0.269913	
-2.6449	10.1133	-0.420206	-3.42357	
0.501066	-0.276514	0.201677	0.520206	
-0.723629	0.0630285	0.667988	-0.341441	
3.68413	6.99639	0.719526	7.89779	
-0.39112	3.84241	-0.0447408	-2.47135	
-3.24136	-1.48762	2.96971	0.523686	
-0.986471	-2.71089	-0.080021	-1.63193	
-3.8227	-6.69674	1.26405	-1.48474	
7.34074	-0.185776	-0.891357	3.82532	
-0.206558	-2.38527	0.338078	55.8485	
0.452104	0.548921	11.6695	-2.87266	
1.25302	-0.441093	-1.04277	-0.179143	
0.296347	6.3418	0.0686938	-0.628562	
-4.73715	-0.408423	6.06285	-0.408626	
0.242165	-0.399237	-0.822646	7.8056	
-0.0201404	-5.32299	-0.423028	-1.3171	
0.694647	-19.1478	-0.319654	1.64783	
1.145	0.782471	0.85328	-4.54177	
2.8331	-1.03007	-0.874424	-0.0223485	
2.90174	1.08672	3.38009	-0.980272	
0.645497	2.62045	5.28354	-9.7589	
-0.0912485	1.73398	0.463733	5.38341	
0.307106	0.116721	-0.212482	-1.77767	
0.278596	1.03793	4.30043	-1.56145	
-1.36418	-1.70003	2.95226	2.24923	
-1.56044	0.580297	0.360566	-0.399679	
-0.711166	1.64336	0.759126	1.69407	
0.39209	-1.8604	0.613849	-0.223327	
-0.273637	0.330475	0.336991	2.28977	
-1.58341	1.14444	3.27612	0.321519	
-3.30507	0.639765	1.1329	0.602788	
-2.1387	-1.06774	-15.8264	2.47402	
0.618643	0.515056	-0.741745	-2.58089	
3.19033	-3.94297	1.27085	-24.6997	
-1.97603	1.93983	-0.421412	12.7002	
-0.671984	1.2853	-0.0587554	-4.26337	
-0.0250581	-0.905845	-16.8876	-0.339756	
0.236621	1.64742	0.43966	5.13736	
-2.6518	-2.35448	-8.70795	-3.39012	
-0.0307782	0.0592411	-3.69823	-2.91286	
0.75884	2.12477	-1.47569	-0.990674	
0.428089	-2.3769	-0.559402	0.93801	
1.45836	-0.111389	-0.0159218	-0.488186	
0.727288	-0.396743	-1.2473	-0.402442	
-0.394178	-5.97355	4.42701	0.970413	
-0.336143	0.667213	-0.994255	-0.595317	
1.21259	0.420145	-1.39639	-0.365928	
-1.66142	-0.0063867	-0.830317	1.6644	
-0.617241	1.63344	-0.242612	1.02923	
1.3593	0.534088	0.453064	0.513768	
1.85401	0.483483	-10.6233	-0.301364	
2.55656	4.98582	25.1792	-0.675715	
0.415236	-0.660896	0.346215	-1.29701	
1.98012	-0.822173	1.54245	-0.416756	
-1.35124	-1.91709	0.219856	-2.7103	
0.696507	-27.0304	0.047455	-855.93	
1.47761	-0.431978	0.458991	2.35692	
-0.773186	0.527395	881.484	0.537858	
-3.11616	3.04978	1.49836	-1.64768	
-0.67877	0.408058	17.4884	0.471788	
-2.02092	-7983.56	6.41747	-2.4907	
-0.703504	-0.0406403	1.64728	-1.10175	
-2.56986	-0.369258	-0.10703	-1.16018	
-1.8777	-0.0889469	2.11682	0.971393	
1.07676	9.98427	0.576347	0.158276	
-1.02383	0.115378	-4.11634	-17.8279	
1.23392	0.0981944	-29.2925	0.793464	
1.27364	-1.22325	-0.608126	-0.900268	
-4.4405	-0.122402	-1.26671	0.0771423	
2.26292	0.915534	-0.652005	2.76176	
3.81518	-0.0695043	0.0441654	1.97076	
-0.755043	-0.590278	-1.3816	18.3073	
1.43914	-0.984371	-0.996977	-0.759478	
-1.18433	0.00405571	0.38021	0.357788	
-4.24573	1.98564	1.64806	-0.789358	
-2.50459	1.24053	0.0919483	-1.30706	
3.09365	-0.761682	2.88139	0.931985	
0.364446	-238.995	-0.203214	9.7576	
-0.0405178	-0.250468	3.15935	-2.63847	
-0.117826	1.67609	0.348761	0.411238	
-0.0525353	-0.413829	2.49427	-0.392848	
3.58429	0.000620069	-0.317785	0.851008	
-1.5092	-0.376015	0.068376	0.0852749	
1.89669	1.2035	-228.504	-0.0993604	
-0.974142	146.403	1.59577	4.47607	
-0.943176	1.4072	28.3479	-0.294126	
0.580244	-0.486442	-2.58084	2.34644	
-3.01568	-0.326908	-0.0381568	0.15283	
-7.93806	3.4897	-0.689617	-1.1538	
-1.10058	0.40543	-0.228377	8.97245	
1.4968	1.77797	-2.22256	1.04158	
-1.24064	-0.749022	1.27349	-0.441862	
-8.77266	1.43414	1.26465	-18.7129	
1.27472	55.9223	-8.71906	-0.305753	
-0.741905	-1.05238	-2.49644	-0.472701	
-0.730654	0.514107	-0.718227	-0.364646	
-0.305358	0.968277	2.21969	0.0527773	
1.08303	-4.5203	-1.8594	1.01019	
0.153508	-9.55178	-1.6306	-5.2154	
-0.028655	22.7853	0.3696	-4.20134	
0.771617	0.811194	0.396579	-1.48502	
0.218379	-0.954336	0.414387	-1.26469	
0.123744	1.40379	1.42166	0.523237	
-1.53494	0.381818	0.268741	1.70321	
-1.17447	-0.727686	-2.1922	-9.08377	
-1.58595	4.06329	-1.71325	1.38176	
-0.604624	0.935484	1.87251	0.586281	
-0.0505501	-1.16535	-0.344637	2.61873	
-0.572901	1.17151	0.124913	0.402694	
-0.277979	0.230746	4.33291	-14.4416	
0.84964	-2.48579	0.582307	-4.3674	
-3.08964	-4.42617	2.60014	2.23641	
0.677519	-0.250269	-1.22149	-0.979402	
0.691038	3.81773	0.967373	0.0128757	
5.03207	3.7885	0.0758772	-2.55734	
-0.665164	1.33201	0.220671	-0.903025	
-1.11706	-1.89398	0.79318	-1.68673	
-1.23276	-0.660366	0.164353	-0.54037	
-3.98686	-0.387316	1.55999	-2.23233	
1.02609	-0.189374	-4.20313	-1.68657	
5.6696	0.969881	0.0377173	-0.499555	
