N=1	N=2	N=10	N=100
0.155902	0.951759	0.465655	0.935761	
0.420459	1.9321	1.16207	1.2419	
0.0446074	0.971605	0.919704	0.983778	
1.15029	0.175224	1.29505	1.13471	
0.436582	0.294486	1.50878	0.986643	
0.300144	0.437618	1.12532	0.96125	
0.557242	1.15401	0.866355	1.06352	
0.00253573	0.984598	0.763127	1.02709	
1.5335	0.602148	1.16684	0.940157	
0.249932	0.572348	0.952736	0.784041	
2.54691	1.58888	1.19937	1.03749	
1.12633	2.62036	1.31154	1.08254	
0.287119	1.63418	0.792987	0.832975	
0.584753	0.68991	0.819909	0.870955	
0.852432	1.0646	0.943274	0.877746	
2.31886	0.881103	0.929726	0.984138	
1.6897	0.236064	1.3406	1.21889	
0.00428092	0.576103	1.33764	1.11177	
0.123147	0.697978	0.926664	0.855554	
0.481302	1.1147	0.815927	1.11092	
0.106139	0.954167	1.16907	1.0604	
0.913987	0.457034	0.872845	0.985469	
0.243943	1.83543	1.3483	0.867393	
2.03602	1.30102	0.532607	1.13253	
0.152174	0.808498	1.03278	1.13183	
0.288246	0.717621	1.0516	1.05003	
1.87336	0.756999	0.659767	0.96753	
0.408023	1.59126	0.932931	1.05376	
0.711536	0.667123	1.10948	0.877507	
1.74409	0.900153	0.996388	0.959323	
1.99861	1.53169	1.03749	0.883896	
0.0523355	0.235658	0.911295	0.968141	
0.00420411	0.367716	1.08898	0.980282	
2.70536	0.306961	0.682984	0.924745	
0.742345	1.29917	1.59965	1.04625	
0.780483	0.591232	0.711182	1.03392	
0.46858	1.02353	0.954864	1.03511	
0.878281	0.445546	1.04656	1.07088	
1.02623	0.711533	0.781799	1.01799	
0.495829	1.92241	0.896948	0.880767	
0.0139765	1.94189	0.790728	0.828427	
0.701083	0.176706	0.724661	0.78505	
0.770189	0.610945	1.58622	1.16895	
0.278609	0.73052	0.693275	0.957362	
0.0321164	0.75134	1.76054	0.896338	
0.39404	2.23902	0.652542	0.928791	
0.657734	0.489486	1.25958	1.006	
0.0659163	0.195409	0.713076	1.168	
0.418277	1.20035	1.26158	1.09965	
2.59616	1.09042	0.580905	0.897028	
1.39968	1.31058	1.39934	0.985524	
0.58077	1.66362	2.18999	1.1202	
0.249771	0.308984	0.95862	0.971357	
0.140936	0.47681	0.654969	0.911907	
3.26301	0.181295	0.763191	0.935219	
0.195997	0.806476	0.932099	0.852815	
3.95218	1.264	1.07586	1.10979	
0.0898845	2.12322	0.641145	1.02159	
0.158824	2.20191	1.01401	0.882939	
3.24906	0.511986	1.26818	0.813133	
1.66352	1.56791	1.06453	0.97513	
0.0420517	2.24398	0.670523	1.02098	
0.294467	1.51005	1.04557	0.964705	
2.08621	1.7383	0.841458	1.01149	
0.552253	1.69361	1.28171	1.1595	
1.03437	1.81232	1.01058	0.839816	
0.986793	1.53458	0.701076	1.02544	
0.084437	0.197551	0.531411	0.91185	
1.22253	0.23984	0.8618	1.05557	
0.550126	0.73449	0.426308	1.06142	
1.03939	0.8467	0.750986	1.04398	
0.0439443	0.913782	1.26789	0.840514	
0.162637	0.475378	1.18087	0.924429	
1.14402	1.04	0.945061	0.989382	
2.08644	2.68653	0.92174	0.973247	
0.173598	3.75181	1.77168	0.884688	
0.547728	0.286379	0.437634	1.03702	
0.214204	1.8569	0.583873	0.962665	
0.0425927	1.77775	0.714976	1.1778	
0.127875	0.160405	0.726288	1.0687	
2.09771	0.162882	0.88098	1.02295	
0.783419	1.00946	0.826991	1.22593	
1.5416	0.615798	1.32609	0.917006	
0.453766	0.277393	0.899454	1.04316	
0.551385	0.594988	1.08327	1.10145	
1.51781	1.36713	1.13191	0.968249	
5.45012	0.803584	0.994516	0.895993	
3.73667	1.01988	0.569727	0.897957	
1.27223	1.97578	1.01033	0.921676	
3.56491	1.60875	1.31393	1.13662	
3.11639	0.0966351	0.876271	1.14089	
0.475231	1.92519	1.51207	0.880117	
0.716558	0.149005	0.959605	0.9785	
0.794732	0.166395	1.09929	0.989073	
2.32585	1.2773	0.535998	1.13754	
0.61371	0.730183	0.54742	1.04473	
0.0715558	0.839363	1.20737	0.954238	
5.92918	1.12373	0.849874	0.978536	
0.917604	0.455627	1.34878	1.07265	
3.27859	1.12251	0.951168	1.00626	
0.328421	2.41244	0.996413	1.21206	
1.78074	1.48112	1.15776	1.01836	
0.220489	1.3927	0.663972	1.0502	
0.0768964	0.864357	0.517824	0.824087	
0.379071	0.902005	1.62505	0.903575	
0.161457	0.663922	0.582215	0.974137	
0.260073	1.37599	0.965926	0.917748	
0.62823	0.594203	1.1578	0.936619	
4.32051	1.34865	0.858458	0.791522	
3.36482	1.07858	0.66534	0.930944	
1.1493	1.00797	0.766414	0.832271	
0.336526	0.962767	0.988721	1.09202	
0.441095	0.237029	1.06279	0.858622	
0.359425	1.1637	1.14729	1.00547	
0.629385	0.916433	1.06876	1.12379	
1.25448	0.37873	0.768394	1.10396	
0.0295025	0.527913	0.903483	1.01057	
0.684311	0.762169	0.89218	0.864357	
0.499556	0.935421	0.654646	0.831397	
0.140153	2.0263	1.61472	0.951581	
0.273399	0.611585	0.805389	0.967004	
2.66108	1.79381	1.34007	1.02221	
0.734188	3.22879	0.983725	0.913783	
0.32976	0.690173	1.19466	0.946959	
1.08957	0.317263	0.966816	1.00201	
0.400488	2.26859	0.832951	0.933427	
1.7704	1.32567	0.876347	1.07453	
0.301587	0.748134	1.56199	1.0903	
0.28184	1.32366	1.4111	1.01827	
1.12542	2.53004	1.39195	0.978052	
2.61956	1.20323	1.54956	1.02252	
2.34468	0.197162	1.05236	1.17987	
0.910234	0.258641	1.01217	1.00734	
1.70508	1.29179	1.05283	1.15131	
1.69678	2.74317	0.846015	0.859351	
0.109546	0.791144	1.98671	1.10874	
0.303119	0.248062	1.26382	1.06827	
3.3396	1.81012	0.920626	1.03037	
0.675624	0.531619	0.964664	1.09087	
1.33037	3.42378	1.39363	0.991977	
1.00933	0.715573	1.52045	1.00932	
1.08331	1.01697	0.684476	1.11481	
1.38893	1.09813	1.03044	1.12112	
0.99878	0.628997	0.826889	0.893414	
0.426994	1.5466	0.619695	1.10196	
2.56955	1.02827	1.25035	0.820403	
0.818746	0.482473	0.651254	1.09104	
0.257718	0.883555	1.08467	1.04924	
1.15935	0.956339	0.864474	0.86012	
0.183914	0.468616	1.34737	1.0639	
0.888151	0.817232	0.985194	0.871952	
0.178558	1.01076	0.963668	0.846325	
0.0944732	0.446462	1.19533	1.07971	
0.0402257	0.894136	2.1315	0.950186	
0.198317	0.11713	1.02187	0.830996	
1.53731	0.150716	1.04595	0.884373	
0.121412	0.202708	0.70912	1.02642	
1.07946	1.83468	1.19638	1.06514	
0.803248	0.23339	0.877005	0.835518	
1.69824	0.680705	0.41229	0.904351	
0.730161	1.56617	0.952381	0.947102	
2.38143	0.925397	2.39232	1.28556	
0.0891927	0.349897	1.33769	1.078	
1.65871	0.151689	0.875355	1.03989	
1.09616	1.32436	0.979752	0.949819	
1.74571	0.594862	0.681031	0.977787	
0.25203	0.06373	1.90814	0.990676	
0.776157	0.257246	0.902567	1.02841	
0.160272	3.22284	0.840238	0.949549	
3.74696	0.27791	1.23386	0.981135	
2.45066	1.61849	1.05132	1.01956	
0.557922	0.165635	0.595532	1.0854	
0.00585538	0.813232	1.01434	1.13338	
0.632617	1.96776	0.790693	1.15916	
0.622858	1.47001	1.48622	0.986201	
0.214945	0.838559	0.810416	1.0376	
0.060064	2.03698	0.896515	0.980694	
0.636261	1.09896	0.621887	0.992287	
1.02938	0.513923	0.489648	0.825192	
0.100555	1.21685	0.945153	0.955006	
0.316055	0.526505	0.877515	0.946621	
0.666429	1.63245	1.5043	1.04703	
0.552834	1.74554	1.06741	0.90103	
2.07384	0.108144	0.795705	0.874626	
1.57581	1.90985	1.03493	1.02545	
0.969345	2.99532	1.45275	1.04325	
1.59025	1.46131	1.22941	0.954116	
0.37939	0.101305	1.30981	0.976406	
3.71855	0.946429	0.677966	1.07572	
2.55539	0.462321	1.00791	0.962303	
1.49024	0.543255	0.921655	1.03984	
0.830545	0.600183	0.640907	1.01029	
0.44736	1.15376	1.19484	0.993107	
3.34083	0.785599	1.5828	0.991391	
1.07447	2.08633	0.871713	0.952289	
2.9919	0.754892	1.15954	1.15207	
0.108213	1.77434	0.718049	0.876362	
1.21086	1.13898	0.767513	0.996525	
0.284394	0.983299	1.48892	1.05721	
0.343534	1.50537	1.17676	1.00337	
0.948991	0.715791	1.19638	0.978532	
1.71452	0.292827	0.80451	1.07305	
0.615306	0.707815	1.03692	1.02591	
0.0597611	1.10384	1.37762	0.935128	
0.306734	0.563579	1.20305	1.01051	
0.0616385	0.83905	1.02811	0.907123	
0.925933	0.494404	0.934522	0.909137	
0.302101	0.322203	0.453216	0.971493	
2.16952	0.700688	1.11436	0.93501	
0.0300084	0.959067	0.863268	0.955957	
0.327413	0.217086	1.26686	1.24523	
1.64021	0.818054	1.13221	0.990767	
0.587707	1.10796	1.16329	1.08248	
1.51337	0.603756	0.756329	0.818732	
0.196297	0.562206	0.783665	0.912186	
2.2449	0.82973	0.675795	1.04724	
2.61315	0.887032	1.19248	0.99528	
1.57112	1.1725	0.992284	1.01426	
0.330669	0.622647	0.687556	1.19282	
1.60793	0.644796	1.11357	1.01358	
0.00684273	1.42927	0.900262	1.05	
0.186881	1.95357	0.668671	1.06167	
0.384043	1.82062	1.45374	0.933938	
0.417326	0.993507	1.07012	0.921855	
1.88936	1.82949	0.87783	1.14736	
1.49067	0.451516	1.10592	1.0612	
1.59718	1.08619	0.67047	1.00623	
0.224361	1.22754	1.28463	0.832043	
0.515825	0.619883	0.51478	1.04731	
0.185281	0.719354	1.03134	1.26641	
0.252094	2.30381	1.23801	1.14559	
2.39348	0.567063	1.01944	0.822949	
0.138007	0.203604	1.23534	0.808617	
1.51453	0.555012	1.15365	1.09121	
1.42116	1.30077	0.795573	0.98488	
0.182946	2.57671	0.980214	0.923514	
0.386225	0.464383	0.827192	1.00555	
0.161477	1.95746	0.763004	0.932187	
2.65899	0.259083	0.831929	1.09197	
1.8738	0.981289	1.78739	0.812987	
0.696373	0.312011	1.03443	1.09872	
0.00688811	0.410125	1.11748	1.04	
0.0220656	0.0663584	1.09435	1.02915	
0.74705	0.787129	1.09848	0.972176	
2.10362	0.755221	0.971001	1.07588	
1.92479	2.47254	0.704717	1.00226	
0.825282	0.90174	1.34446	0.912372	
0.183289	0.957908	1.11301	1.02783	
0.00460645	0.74712	0.961364	0.932052	
0.496193	0.247735	0.528915	0.922513	
0.264585	0.246036	1.50406	0.915811	
0.177547	1.00514	1.15391	1.05808	
2.40694	1.20581	0.945664	1.10301	
0.567026	0.27895	1.22218	0.826901	
0.321556	0.816848	0.830041	0.991862	
0.854922	0.719122	0.927588	0.853056	
0.495972	1.19739	1.36861	0.915289	
1.06659	0.305011	0.997799	0.964405	
0.0345803	1.68537	1.35029	1.01891	
0.410711	1.6327	0.799051	1.03361	
0.463816	1.84649	1.33097	1.05705	
1.50432	0.57208	1.70436	1.11777	
1.87186	0.911088	0.925621	0.865262	
0.176724	0.444792	0.794261	0.83799	
1.05505	1.28456	0.781355	1.03109	
0.737234	0.934791	1.13316	1.01375	
1.09689	1.07997	1.60912	0.966009	
0.099614	0.231505	0.868331	0.888391	
0.609274	1.14151	1.00397	1.01727	
0.346861	0.975796	1.50885	1.11206	
0.382671	1.64876	1.69368	1.06592	
0.408121	1.23387	0.949211	1.10418	
0.649885	0.6252	0.979545	0.980882	
0.0476156	1.66505	1.80757	1.08155	
0.329921	1.73485	1.05896	0.916486	
0.0519188	0.281223	0.783742	1.13348	
0.152555	0.526996	0.902733	1.08242	
1.72112	0.263639	1.1876	1.1178	
1.21339	1.69428	1.17332	1.02879	
0.454398	0.454483	0.919054	0.986325	
0.153916	1.28187	1.06279	1.04477	
0.304275	1.62481	0.692137	0.925095	
1.08525	0.695321	1.28478	0.923369	
0.140714	1.49148	0.96979	1.02829	
0.779051	2.33266	1.27532	0.959402	
1.41572	0.610114	0.78554	1.08283	
0.479329	0.734433	0.758403	0.97764	
0.153397	1.20164	0.59502	1.04797	
0.690158	0.55749	0.430715	1.05027	
0.179257	2.63549	0.869416	0.85266	
0.58959	0.248857	0.700927	0.98625	
0.470583	0.767691	1.39993	0.983298	
1.25498	1.04159	1.24454	0.825429	
0.445017	0.125011	0.647894	1.01824	
0.739233	0.716134	0.579453	1.15725	
0.0379333	0.121115	0.880091	0.996903	
0.811657	0.222256	0.754082	1.25248	
1.15927	0.971442	1.13856	1.00848	
0.547551	0.889798	0.935014	1.05609	
0.81915	0.229783	1.20464	1.06627	
0.458668	0.978735	0.926169	1.09769	
2.6785	0.741215	0.794407	1.08697	
0.989783	0.665305	1.05615	1.1409	
0.372753	1.14892	0.57151	0.908998	
0.600939	0.201948	1.15339	0.944795	
0.825873	0.397732	0.803069	1.06864	
0.0408592	0.38358	0.885874	0.826387	
0.355625	3.62069	1.58447	0.815494	
0.294778	0.757531	1.04102	0.956309	
2.52254	0.472802	0.682856	1.04517	
0.102918	1.00111	0.762709	1.07692	
0.255867	1.29108	1.5526	0.917418	
0.722082	0.422233	0.900672	0.978222	
2.45404	1.15165	1.47924	1.00657	
1.80799	0.445601	0.644286	0.86625	
0.414873	0.382848	1.26619	1.10644	
0.0357767	0.66493	1.28499	0.876826	
7.16905	0.85422	1.40118	1.12781	
0.987338	0.636571	0.730344	1.06874	
2.46937	1.04179	1.2946	1.00629	
0.90262	1.42184	1.19552	0.835947	
0.0632123	0.905123	1.29974	0.911113	
0.188805	1.54469	0.706813	0.911341	
3.9351	0.0138821	0.962084	1.00182	
1.63822	1.53605	1.15557	0.843966	
3.38637	1.25794	0.695815	0.955217	
0.201881	0.375857	1.24559	1.04857	
0.1876	1.08894	1.16097	1.07986	
1.95987	1.63024	0.762543	1.02074	
0.442962	0.749513	0.746113	0.964262	
0.527384	0.256266	0.938078	0.990851	
0.0421031	1.34741	1.08036	1.02206	
0.973723	1.55582	1.18138	1.16101	
1.11056	0.422501	0.529709	1.00344	
0.356823	2.02568	0.685083	1.07095	
0.837368	0.474312	0.862889	1.13031	
1.765	1.74219	1.40968	0.999953	
2.18381	0.262151	0.98223	0.998397	
0.54882	0.328721	0.959853	1.09681	
0.465248	1.99897	1.34776	1.02922	
2.37342	1.6767	0.869027	0.880685	
0.398661	0.71662	1.18794	1.23991	
0.787432	1.39397	1.88538	1.00879	
1.75711	2.02114	0.68105	1.11356	
0.904033	0.836824	0.558732	1.00172	
0.779293	2.5472	0.979823	0.89648	
0.233099	0.367769	0.926799	1.10266	
1.34932	0.23335	0.989664	1.04754	
1.85467	3.27186	0.568735	0.970687	
0.433217	1.40282	1.74764	1.07097	
0.095673	0.52959	0.804539	0.943889	
4.05116	3.03757	1.07855	1.02048	
1.9833	0.940316	1.46222	1.04782	
0.507096	0.27706	0.799995	1.05074	
0.335163	0.912756	0.980272	1.07442	
2.50168	0.937366	1.4051	0.943081	
0.919794	0.505955	1.5284	1.10624	
0.368139	1.10548	1.0771	0.915196	
0.864734	1.32386	1.16137	0.989499	
1.2439	0.760104	0.617007	0.804053	
1.33802	2.7918	0.823874	0.962109	
0.499818	1.31944	0.913749	1.04667	
0.740029	0.883351	0.896497	1.00658	
3.61468	1.16416	0.829508	1.00309	
0.751483	0.804838	1.02431	1.19602	
1.66618	0.580432	0.695431	0.871445	
1.11178	2.16213	1.70436	1.01661	
0.344236	0.428668	0.893313	0.875411	
0.0267821	0.293149	0.759045	0.805946	
0.0439312	1.26692	0.655155	1.05126	
0.117414	0.503729	1.31921	0.954536	
0.170606	0.435501	0.661939	0.998016	
0.401897	0.518809	0.678864	0.879432	
3.59454	1.5546	0.936502	0.974497	
0.0535289	0.288239	0.484929	0.982921	
1.55823	0.303087	0.583436	0.833333	
0.219104	0.290094	0.742088	1.19624	
0.537786	0.416065	0.730269	0.977974	
0.613638	0.836786	0.631275	0.967559	
0.38875	1.28589	1.1495	1.01326	
1.16345	1.92928	1.10744	0.950262	
0.959078	0.734273	0.987801	0.830784	
4.89663	0.32361	1.09793	0.863334	
0.802463	0.106311	0.866748	0.914386	
0.142736	0.295168	0.287997	1.02653	
1.25131	0.240038	0.700011	0.906218	
0.00521387	0.588361	0.904327	1.10653	
0.837285	0.234126	1.02577	1.07694	
1.32535	0.972564	1.01351	0.902969	
1.12853	0.0811827	1.24323	1.01067	
0.0564241	0.623996	0.984249	1.13571	
0.942497	0.625507	0.86896	1.02348	
0.398671	0.872417	1.10856	0.965859	
0.973264	0.485242	2.06319	0.981292	
0.132792	0.808769	1.47055	1.1	
1.31486	0.486837	1.50228	0.941289	
0.546451	0.267712	0.827791	1.09204	
0.121168	0.217659	0.976129	1.03447	
0.024941	1.72572	1.28793	1.16091	
0.570301	0.657119	0.925463	1.23093	
0.294334	1.49514	0.884147	1.0993	
0.129328	1.27319	0.972486	0.921104	
0.962017	1.73356	0.553273	1.01139	
0.67966	0.65118	1.20336	1.0982	
1.92712	1.34879	0.997404	1.0018	
0.383068	0.773604	1.02522	0.975439	
1.27788	2.14245	0.977284	0.857062	
0.516012	2.86949	1.07278	0.891655	
0.342312	1.46138	1.38512	1.09836	
1.03449	0.713672	0.905987	0.874466	
1.00867	0.398193	0.952285	1.07941	
0.136338	1.28884	0.439115	1.03951	
0.553964	0.690424	0.919282	1.0921	
0.249946	0.487545	2.29101	1.0574	
3.9515	0.320323	1.2521	1.03693	
0.760082	1.75001	0.811119	0.93471	
1.666	0.270012	0.725662	1.06121	
0.442637	1.00185	1.37917	0.926283	
0.324139	1.55589	1.3517	0.929861	
0.664043	0.770381	1.62756	1.06794	
1.43656	0.550818	0.866282	1.02028	
0.453972	0.732499	0.650737	1.10533	
1.58815	1.09788	1.2474	0.912086	
0.417942	1.15577	0.445639	1.01058	
1.73505	1.22989	0.913	1.11595	
2.43145	1.25857	0.996107	1.13535	
0.953737	0.47419	1.27107	1.0354	
0.572462	3.22519	0.533512	1.29107	
0.447204	0.424918	1.34885	1.04959	
1.67867	1.31143	1.8102	1.16221	
0.452031	0.33284	1.33416	0.83889	
0.299347	2.50609	0.702472	1.23772	
1.82616	0.398901	1.22883	1.06412	
0.33977	1.38405	0.916506	0.834901	
0.524626	0.683216	0.825623	1.18929	
2.2075	0.95502	1.07375	0.955578	
0.110462	3.31303	1.25009	1.06547	
0.181356	0.112773	1.17745	1.06181	
0.943498	2.6284	1.16831	0.90578	
1.1786	1.32842	0.818821	0.831166	
0.956204	0.700673	0.694124	0.997836	
0.34649	0.91027	0.709746	0.948086	
0.499024	1.40717	0.836851	1.17582	
0.869664	0.530825	1.02376	1.11005	
1.78341	0.0313174	0.909265	0.812433	
3.564	0.904521	1.07851	1.06915	
1.03957	1.78959	0.991454	1.18178	
1.59638	0.908006	1.0488	0.834314	
1.83328	0.71744	1.367	0.890939	
2.52879	0.804113	0.682958	1.08038	
1.16517	1.60072	1.37205	1.01207	
0.029351	0.106439	1.10119	0.968861	
0.878282	1.77618	1.08716	0.942219	
0.864018	2.37895	1.11089	1.05114	
0.801583	1.86482	1.20257	1.08137	
0.0560356	0.261542	1.22597	0.946381	
1.88505	0.417619	0.732876	0.993315	
0.108425	0.521666	1.46903	1.14666	
0.912305	3.72573	1.18217	0.857341	
0.800644	1.80374	0.886571	1.06428	
0.281542	2.02615	0.53664	0.999415	
2.0166	3.34753	1.21577	1.00304	
2.40985	2.21039	1.03393	1.02694	
0.0635481	1.9458	0.771995	1.15263	
0.0800687	1.41501	0.72335	0.836542	
0.512546	0.654016	0.43557	0.890407	
2.05609	0.926547	1.15654	1.12677	
1.60089	0.370028	0.908204	0.935885	
2.13538	1.14539	0.80348	0.898963	
0.562118	2.3529	1.19951	1.04516	
0.848582	0.23952	0.821401	0.894874	
0.517892	1.68904	0.631168	1.00508	
0.0910212	1.77653	1.55891	0.971601	
2.099	1.07357	2.35062	0.949187	
0.410794	1.148	0.858618	1.01129	
0.125217	0.717504	1.20762	1.04859	
0.349346	0.151551	0.905451	0.89276	
0.808319	0.555434	0.541867	0.955099	
0.29987	0.465394	0.908532	0.964483	
0.133385	1.83836	0.631325	0.883366	
1.23018	0.748118	0.615529	1.01046	
1.55224	1.20259	1.16447	0.943574	
1.37352	0.40845	0.715374	0.97791	
0.0290353	0.366748	0.743013	1.01982	
0.0214185	3.57622	0.884623	1.1273	
1.81949	0.124615	0.797079	1.17708	
1.82271	1.3572	0.813983	1.09584	
0.165511	0.508396	0.818476	1.09253	
0.143996	1.22139	1.20447	1.07559	
1.63955	0.79508	0.795248	1.00206	
1.05697	0.993523	1.38416	0.978201	
0.348561	0.401703	0.859821	0.942272	
0.413396	0.223499	1.24865	1.08985	
0.601683	1.18871	0.670487	0.996964	
0.403633	2.5495	0.912223	1.10962	
0.088528	1.282	0.912047	1.05971	
1.02287	1.60629	1.59022	0.92361	
0.282557	0.533254	1.41382	1.02888	
0.163101	0.729797	0.953976	0.947742	
0.576957	0.352628	0.942025	0.959296	
1.19173	0.981898	1.272	1.01099	
2.45305	0.660514	0.806062	0.8055	
0.067373	0.890303	1.02289	0.879655	
2.6502	1.03679	0.457637	1.13603	
3.83957	1.33127	0.740057	1.02202	
0.255198	3.08072	1.43857	0.98765	
0.6307	0.407042	0.661503	0.929866	
0.126444	0.909442	1.04185	1.02526	
0.549374	0.22044	0.757254	0.956265	
1.4939	0.483687	0.316629	0.868488	
1.31955	1.79164	0.777365	0.909524	
1.71117	0.767455	1.10794	0.934425	
0.670379	0.269636	1.4022	1.12977	
1.67829	1.63069	1.17159	1.22481	
0.705111	0.755677	0.811486	1.0165	
0.730507	0.445668	0.660539	0.756051	
0.814499	1.91686	1.11079	1.22035	
2.07006	0.352403	1.00577	0.897612	
0.961143	2.32455	0.892087	0.928389	
0.361984	0.664286	1.18084	1.16858	
0.650223	0.635583	1.48118	0.943787	
0.0761215	0.725872	1.11919	1.07124	
1.19329	1.42976	1.1771	0.943011	
1.88562	0.681394	0.598012	0.838874	
0.234936	0.742835	0.659913	0.861636	
1.21356	1.57216	0.937501	1.01237	
1.19253	1.53031	0.805988	1.07359	
0.913826	0.794863	0.883843	1.11493	
0.717478	1.78389	0.647736	0.922755	
0.495448	0.822852	0.759806	0.993471	
1.67373	0.852503	1.16441	0.957507	
0.201149	1.23642	0.832936	1.13094	
3.46871	1.12822	0.607015	0.978756	
0.0791812	0.860382	1.34595	1.07693	
2.98929	0.789766	1.43927	0.94392	
0.163966	0.704201	1.11721	0.932793	
2.35847	0.0594792	1.4403	1.03883	
1.20255	0.122179	0.650322	0.983313	
1.29833	1.57411	0.837975	1.01232	
0.16286	0.229121	0.837377	0.944351	
0.839888	1.48033	0.7496	0.866011	
0.786132	1.49828	0.566226	1.07158	
1.69783	1.68991	0.396533	1.04893	
0.0126988	2.0533	0.815979	0.777986	
2.61125	2.06029	1.14695	1.02942	
0.104349	1.42392	1.38161	1.14985	
0.780278	0.606538	0.913908	0.973859	
0.734075	1.10566	0.785522	1.14575	
0.287162	0.885589	1.18279	1.18632	
0.0150434	2.47182	1.78317	0.940763	
0.59446	0.982501	0.954622	1.03804	
2.12085	0.102617	0.481096	0.979064	
4.64553	0.727641	0.715851	1.06951	
2.6771	1.0298	1.51407	0.986328	
3.36829	1.13474	0.550788	0.881471	
0.473057	1.56198	1.31057	1.02272	
0.0919024	0.55507	0.946835	0.977342	
1.16649	0.289015	0.575947	1.0429	
0.161815	0.28816	0.709033	0.873009	
0.186948	2.04242	1.21047	0.998841	
0.6207	1.00259	0.3589	0.982997	
1.06056	0.33054	1.39214	1.02652	
0.482766	0.545093	0.76698	0.932187	
0.672785	2.19757	0.763476	0.849173	
2.25878	2.3587	1.43834	0.882015	
1.55281	4.76593	0.96354	1.05835	
0.290307	1.92749	1.01217	1.18306	
0.256056	0.294893	0.786098	0.932516	
0.896413	0.721253	0.927405	0.936594	
1.57776	0.405097	0.74259	1.03358	
1.03409	0.198507	0.724203	0.928214	
0.708612	1.90216	1.25528	0.794095	
0.30863	0.737359	1.2857	1.0704	
0.913641	0.230777	1.2374	1.10976	
0.723292	0.529129	1.03713	0.963769	
1.03425	1.18911	0.467276	0.976792	
0.815559	0.815052	1.28883	0.847046	
2.35461	0.280457	1.13736	1.05604	
0.331796	0.909272	1.87301	0.94784	
2.14336	1.00068	1.41061	1.1502	
1.61015	0.479932	1.39785	1.04426	
0.0695135	0.60437	0.71319	0.976327	
0.126806	0.629488	0.477242	1.13325	
1.7552	0.854551	0.504946	0.981164	
1.00166	1.03123	0.591447	1.00319	
1.52748	1.05152	0.593959	1.11751	
0.8697	1.98399	1.22129	1.0439	
1.87981	0.526642	1.40798	0.925206	
1.00521	2.29533	0.693005	1.0389	
1.00919	2.19021	1.35245	0.929742	
0.388239	0.210145	1.02699	0.914984	
0.112054	1.45333	0.97456	1.09707	
0.0690847	1.49983	0.512616	1.14012	
0.215211	0.896142	0.877312	1.03667	
1.28364	2.19763	1.51216	1.01997	
0.511549	1.57993	1.62531	1.09829	
3.75784	0.581966	1.09048	0.992056	
0.0906776	0.242607	0.613754	0.897622	
2.40401	0.537836	0.740725	1.13654	
0.344149	0.59344	1.03406	1.1263	
0.559135	0.610104	0.4396	1.07272	
0.0952159	1.26768	1.19554	0.920428	
0.0915889	2.27764	0.814763	1.20206	
0.0666525	0.193139	1.53348	1.02911	
0.869963	1.52166	1.74017	0.990609	
3.60999	2.43206	0.9968	1.11749	
1.30212	0.942716	0.91858	1.04796	
0.131447	1.67184	0.787002	0.965819	
2.03516	0.638392	1.01665	1.12797	
1.10208	0.666589	0.669379	0.913239	
1.16798	0.407982	0.533396	1.00187	
0.193733	1.57079	0.728009	0.924488	
1.56281	0.66668	1.10895	0.893638	
1.15682	0.409882	0.722547	0.901094	
1.41192	0.979342	1.04577	1.07298	
3.29183	0.690822	0.592719	0.872312	
0.0457953	1.63298	0.700297	1.07113	
1.13162	0.216031	1.33485	0.912227	
1.30073	0.646036	1.70908	1.04985	
1.06752	0.672574	1.01886	0.982245	
0.129462	0.555654	1.15542	0.851739	
0.495162	0.845454	1.13958	0.96091	
0.621218	1.33235	1.63652	1.16151	
0.081375	0.629917	1.28844	1.09037	
0.300602	0.596414	1.27497	1.07377	
0.239351	1.31723	1.34021	1.10084	
0.30277	0.686196	0.943092	1.01176	
0.866334	1.35716	1.11006	1.08639	
0.235409	0.823514	0.639737	1.00556	
2.45641	0.855786	1.32354	0.939043	
0.677869	1.01858	1.31989	0.868947	
0.111408	1.58761	1.38128	0.963121	
1.69779	1.10393	1.18311	0.943593	
0.899611	1.49346	0.886871	1.01507	
0.118591	0.631129	0.812909	1.01711	
0.554926	0.270325	1.47676	1.1606	
0.475952	0.303093	1.34284	0.821962	
0.230475	0.168339	0.644899	1.01668	
0.13635	0.304344	0.889758	1.07396	
1.09404	0.338259	1.05631	0.949246	
0.69574	0.409045	0.786659	1.00427	
0.150076	0.647755	1.2949	0.945032	
0.339569	0.680529	1.05081	0.972746	
1.0191	0.323927	0.833713	0.993192	
0.086002	0.509032	0.944517	0.827282	
0.271925	1.3309	0.607496	0.93607	
0.522232	1.20734	1.55947	0.985175	
1.22485	1.69163	0.759172	1.08384	
1.0788	0.290245	1.45236	0.935951	
0.591508	0.494622	1.50764	0.822213	
0.561515	0.233913	0.877428	0.890809	
0.061613	0.592127	0.726194	1.15956	
0.0344232	0.859874	0.318489	0.895958	
0.135543	0.266543	0.526422	0.996971	
0.355066	1.13652	0.886564	1.02936	
2.66482	1.32653	1.47914	1.05746	
0.561374	0.0235405	1.86209	0.976402	
0.328488	1.12591	0.891129	0.904626	
0.0800906	2.00215	0.681853	0.836145	
2.50679	0.550749	1.6258	1.12064	
2.92632	0.368828	0.867837	1.05354	
1.93973	1.68143	0.964634	1.0236	
2.29089	0.361374	0.813238	1.01322	
