N=1	N=2	N=10	N=100
0.520079	0.653775	0.499428	0.460305	
0.189434	0.560839	0.477839	0.426919	
0.258482	0.72928	0.544011	0.478559	
0.216117	0.515986	0.444644	0.496279	
0.190386	0.473541	0.569793	0.491639	
0.143171	0.384473	0.605841	0.50078	
0.247553	0.449975	0.549815	0.51762	
0.743448	0.443012	0.370014	0.454283	
0.100455	0.327699	0.498226	0.49556	
0.259871	0.356182	0.550314	0.448037	
0.545004	0.579677	0.440017	0.517486	
0.239781	0.597915	0.41871	0.561456	
0.104543	0.494907	0.474185	0.481697	
0.991476	0.678043	0.529312	0.521894	
0.613202	0.67867	0.671496	0.468641	
0.847478	0.494638	0.516406	0.452821	
0.872278	0.464722	0.543504	0.493528	
0.207833	0.0865174	0.603471	0.496743	
0.983964	0.689429	0.511489	0.501391	
0.00510342	0.170723	0.51369	0.510675	
0.122784	0.439275	0.361636	0.516043	
0.496783	0.399173	0.385388	0.528815	
0.902616	0.577084	0.420787	0.504191	
0.51391	0.914783	0.411433	0.482553	
0.588235	0.388768	0.40544	0.47029	
0.887464	0.281913	0.436837	0.527862	
0.488082	0.229423	0.484585	0.523963	
0.57861	0.204415	0.498931	0.479657	
0.427256	0.571724	0.509921	0.491314	
0.812244	0.400065	0.507268	0.485704	
0.887892	0.570016	0.310732	0.503946	
0.567906	0.621359	0.532903	0.484613	
0.884078	0.0857048	0.492562	0.49729	
0.271948	0.58686	0.352128	0.481745	
0.748341	0.516094	0.509846	0.559046	
0.820113	0.597726	0.537945	0.5257	
0.521013	0.18338	0.540416	0.507272	
0.0150365	0.644939	0.522454	0.468845	
0.235828	0.533072	0.626201	0.461481	
0.575294	0.479254	0.409408	0.481821	
0.27128	0.54974	0.497677	0.512336	
0.128837	0.222693	0.438684	0.462962	
0.720244	0.596021	0.604762	0.493654	
0.951739	0.0571391	0.355021	0.487258	
0.329391	0.453782	0.524951	0.48655	
0.408772	0.771843	0.515068	0.486799	
0.731236	0.548726	0.448147	0.521077	
0.0496537	0.469872	0.491342	0.579203	
0.0113393	0.314429	0.514684	0.534481	
0.9519	0.352922	0.612064	0.454037	
0.870577	0.524124	0.614943	0.543863	
0.850138	0.823796	0.747412	0.537968	
0.202107	0.595681	0.436109	0.50252	
0.940414	0.530581	0.551172	0.491746	
0.737108	0.314659	0.702511	0.446179	
0.0186515	0.70177	0.515312	0.526139	
0.920128	0.597349	0.431321	0.461377	
0.958746	0.873079	0.480362	0.491873	
0.604662	0.60341	0.595625	0.462159	
0.298375	0.661511	0.38265	0.567644	
0.455304	0.850027	0.462787	0.473466	
0.438443	0.784375	0.44201	0.518489	
0.379015	0.720365	0.386681	0.524517	
0.513291	0.669764	0.505002	0.512103	
0.0979589	0.358621	0.380241	0.525638	
0.0552886	0.759976	0.444799	0.508414	
0.319471	0.194042	0.611348	0.456483	
0.760184	0.538611	0.608859	0.517916	
0.821271	0.457482	0.577746	0.516735	
0.814535	0.438679	0.614645	0.523993	
0.997718	0.135363	0.510006	0.504165	
0.963651	0.25188	0.702391	0.465647	
0.590798	0.819541	0.583175	0.499766	
0.947415	0.353533	0.498186	0.485993	
0.115878	0.414379	0.422718	0.487994	
0.252955	0.580888	0.51921	0.540351	
0.964594	0.666399	0.383662	0.467003	
0.994071	0.461315	0.478959	0.521748	
0.0331726	0.8547	0.543451	0.488996	
0.592124	0.140554	0.598962	0.498897	
0.0603214	0.608683	0.450244	0.52711	
0.0470002	0.307639	0.566904	0.52174	
0.35368	0.646453	0.375271	0.46622	
0.59696	0.642461	0.649911	0.49006	
0.0770024	0.645797	0.479077	0.558255	
0.151352	0.583899	0.424565	0.551635	
0.684679	0.424745	0.307089	0.511227	
0.690071	0.736531	0.537333	0.557531	
0.675276	0.198911	0.598859	0.48934	
0.473741	0.434761	0.649038	0.494292	
0.945962	0.723205	0.426547	0.507049	
0.70703	0.235877	0.354463	0.497923	
0.479211	0.355452	0.575464	0.469557	
0.823423	0.325318	0.45065	0.507401	
0.43614	0.724672	0.432701	0.522962	
0.146247	0.490931	0.579545	0.488823	
0.633883	0.169873	0.533995	0.548859	
0.296038	0.282329	0.433386	0.510008	
0.564711	0.514644	0.44358	0.540692	
0.669057	0.0823144	0.685145	0.459749	
0.136528	0.483829	0.561485	0.440165	
0.661977	0.653767	0.526358	0.500228	
0.841966	0.206316	0.622362	0.467869	
0.765263	0.762996	0.588986	0.508015	
0.986772	0.576587	0.583924	0.527556	
0.183488	0.517181	0.441042	0.514745	
0.767532	0.844933	0.574089	0.533476	
0.107347	0.687298	0.425993	0.530835	
0.0360708	0.498157	0.350352	0.43997	
0.955839	0.404667	0.498819	0.478326	
0.838355	0.597465	0.682485	0.508322	
0.771776	0.468037	0.548732	0.495948	
0.752202	0.825876	0.512899	0.511276	
0.86032	0.557648	0.413318	0.471187	
0.455668	0.762255	0.540777	0.509067	
0.800055	0.616831	0.559819	0.529529	
0.476907	0.159561	0.561039	0.506773	
0.617085	0.497553	0.510462	0.498837	
0.276296	0.150992	0.446379	0.50259	
0.441021	0.62217	0.539876	0.458495	
0.700102	0.958461	0.434572	0.502331	
0.153418	0.381135	0.476798	0.540627	
0.036439	0.648154	0.329201	0.481393	
0.63858	0.543419	0.515102	0.50359	
0.490465	0.539748	0.573958	0.522324	
0.0719001	0.545804	0.556799	0.539792	
0.366774	0.174551	0.306973	0.500846	
0.0287157	0.847423	0.62917	0.531051	
0.628726	0.60565	0.527304	0.480383	
0.020372	0.548335	0.548324	0.491983	
0.18859	0.492887	0.535811	0.473315	
0.852981	0.150967	0.626842	0.428259	
0.837088	0.634333	0.466544	0.50456	
0.432824	0.628865	0.710383	0.446235	
0.285327	0.602947	0.464967	0.508002	
0.0933011	0.482849	0.566118	0.49895	
0.467465	0.63562	0.504849	0.504951	
0.722285	0.723491	0.499782	0.509775	
0.216949	0.378169	0.413805	0.501768	
0.93914	0.632073	0.358775	0.545133	
0.315593	0.601504	0.574016	0.543901	
0.452072	0.297401	0.456181	0.526049	
0.302207	0.277582	0.656238	0.465596	
0.91089	0.154309	0.365406	0.437344	
0.111655	0.625417	0.423263	0.520803	
0.272869	0.333414	0.584554	0.476645	
0.633168	0.298537	0.500596	0.541824	
0.924581	0.780772	0.372626	0.476093	
0.476243	0.463292	0.435481	0.506992	
0.0661807	0.307593	0.528133	0.447425	
0.486075	0.374767	0.555956	0.544162	
0.978225	0.487616	0.45137	0.481759	
0.529959	0.290863	0.50719	0.50044	
0.449652	0.496233	0.634549	0.534966	
0.812214	0.917406	0.631712	0.51887	
0.498508	0.578302	0.493325	0.486679	
0.243527	0.290331	0.475318	0.481685	
0.840266	0.631582	0.506193	0.521313	
0.273272	0.577012	0.565416	0.521756	
0.581374	0.60676	0.366959	0.513158	
0.382183	0.377676	0.35608	0.545862	
0.994942	0.464142	0.568769	0.515936	
0.349678	0.69372	0.642116	0.509771	
0.107821	0.689027	0.507445	0.508458	
0.433686	0.949574	0.434696	0.512565	
0.305722	0.466824	0.527695	0.48861	
0.00136212	0.608752	0.571232	0.4835	
0.0778003	0.640971	0.400439	0.489037	
0.145137	0.76318	0.443179	0.46475	
0.163434	0.562686	0.511357	0.453513	
0.0828535	0.529969	0.42697	0.500652	
0.384515	0.428139	0.545359	0.45012	
0.692914	0.928019	0.407862	0.526789	
0.0582547	0.767936	0.586401	0.543249	
0.87479	0.660312	0.425101	0.491252	
0.896872	0.171415	0.458872	0.444715	
0.566441	0.63911	0.647514	0.494212	
0.49021	0.472412	0.499164	0.504395	
0.638919	0.18216	0.379988	0.520613	
0.221062	0.532334	0.435912	0.492147	
0.985695	0.554111	0.552723	0.49545	
0.543668	0.250351	0.337126	0.528733	
0.762111	0.501265	0.625948	0.501715	
0.308809	0.380318	0.518174	0.466626	
0.150909	0.142061	0.561424	0.468151	
0.557135	0.686992	0.365842	0.584222	
0.836467	0.637194	0.648614	0.50744	
0.449025	0.459159	0.385685	0.490094	
0.428743	0.622059	0.435067	0.506176	
0.706883	0.36593	0.493371	0.527104	
0.718431	0.236665	0.49486	0.525513	
0.744466	0.122395	0.305349	0.562116	
0.331443	0.669274	0.493529	0.482338	
0.627453	0.59521	0.62155	0.484012	
0.291992	0.50293	0.641355	0.543074	
0.402353	0.46028	0.523213	0.54666	
0.99454	0.482918	0.630612	0.438131	
0.115221	0.926405	0.499923	0.515715	
0.183293	0.686993	0.516804	0.459003	
0.868285	0.220438	0.419265	0.467854	
0.986112	0.363516	0.639393	0.484202	
0.297707	0.372464	0.404366	0.489821	
0.17087	0.171082	0.593678	0.533319	
0.660444	0.318423	0.561777	0.512874	
0.399466	0.599875	0.648933	0.491046	
0.790003	0.851365	0.581904	0.498582	
0.423423	0.775006	0.481732	0.544771	
0.714182	0.493997	0.572126	0.491663	
0.0353591	0.371912	0.419445	0.522333	
0.78288	0.230766	0.461524	0.502449	
0.17271	0.102901	0.544998	0.488013	
0.967268	0.407315	0.672717	0.503914	
0.345042	0.373752	0.458137	0.475394	
0.791098	0.943231	0.616295	0.465517	
0.971356	0.579988	0.391244	0.52602	
0.989025	0.862075	0.434579	0.460206	
0.988063	0.47968	0.486106	0.53367	
0.104958	0.564435	0.525663	0.502999	
0.553891	0.552492	0.50036	0.544568	
0.711495	0.628436	0.524434	0.535179	
0.196818	0.228376	0.579018	0.521273	
0.597078	0.642478	0.541487	0.47362	
0.555139	0.372293	0.605602	0.494261	
0.130814	0.317826	0.493172	0.507646	
0.502418	0.590816	0.679384	0.484302	
0.296923	0.642022	0.483247	0.563924	
0.265469	0.382393	0.546519	0.509531	
0.428736	0.797956	0.43059	0.479445	
0.163964	0.50401	0.482261	0.439048	
0.509189	0.392131	0.514938	0.522149	
0.320918	0.468377	0.489463	0.508915	
0.878579	0.655257	0.479647	0.488011	
0.287393	0.773874	0.462552	0.492775	
0.76346	0.733245	0.489412	0.514169	
0.122516	0.340963	0.563208	0.489536	
0.550711	0.201755	0.464251	0.52605	
0.083613	0.14067	0.462108	0.495257	
0.680395	0.541338	0.448558	0.513162	
0.0193672	0.648871	0.473301	0.471701	
0.968433	0.534965	0.507373	0.516718	
0.99276	0.712064	0.496879	0.482793	
0.15649	0.923027	0.565466	0.480884	
0.321382	0.760889	0.416495	0.504705	
0.0772894	0.305944	0.633029	0.538232	
0.017554	0.941737	0.574735	0.482759	
0.931302	0.143615	0.395958	0.526749	
0.258571	0.659605	0.481082	0.477847	
0.115146	0.307982	0.550943	0.524282	
0.12049	0.393003	0.516703	0.485136	
0.527892	0.352969	0.522354	0.509087	
0.584214	0.603042	0.5422	0.544329	
0.986053	0.504856	0.573534	0.504901	
0.0348566	0.39184	0.619458	0.524578	
0.262813	0.556144	0.435245	0.481075	
0.920089	0.467812	0.483336	0.48043	
0.671025	0.473826	0.63081	0.487981	
0.437541	0.74454	0.543511	0.576609	
0.11363	0.743916	0.585386	0.514602	
0.735497	0.609694	0.423458	0.496319	
0.0201788	0.807984	0.611759	0.53826	
0.782549	0.561635	0.605694	0.476357	
0.910906	0.422257	0.485569	0.49386	
0.391587	0.473095	0.418392	0.553336	
0.273809	0.730883	0.515562	0.49483	
0.879854	0.669162	0.530001	0.536798	
0.882747	0.29153	0.552586	0.444447	
0.603247	0.545993	0.337595	0.498682	
0.00912722	0.511899	0.649273	0.498881	
0.737472	0.565642	0.488475	0.522808	
0.911993	0.420061	0.515168	0.513321	
0.388566	0.775108	0.383101	0.522566	
0.402696	0.284292	0.430248	0.521915	
0.509622	0.550598	0.65247	0.53138	
0.951521	0.890061	0.501041	0.532804	
0.787896	0.0984147	0.593585	0.482972	
0.0777887	0.672689	0.373396	0.51496	
0.385953	0.847927	0.570144	0.509011	
0.457832	0.585908	0.643169	0.483031	
0.819336	0.377188	0.528005	0.46483	
0.0565689	0.40851	0.65994	0.477787	
0.722682	0.302322	0.272203	0.463699	
0.117351	0.627811	0.462656	0.48958	
0.0547742	0.463762	0.502438	0.49639	
0.988408	0.589009	0.552808	0.472667	
0.99396	0.754012	0.455714	0.507885	
0.817049	0.572208	0.606959	0.466515	
0.391553	0.857588	0.400456	0.526579	
0.750879	0.218795	0.363487	0.491261	
0.600123	0.398744	0.463893	0.484285	
0.108751	0.611045	0.522767	0.552472	
0.881514	0.502128	0.41898	0.490929	
0.435787	0.525355	0.468319	0.459635	
0.108904	0.405966	0.514197	0.500629	
0.285851	0.874872	0.461448	0.483863	
0.46525	0.56725	0.462829	0.51587	
0.699587	0.187851	0.363228	0.481638	
0.0579877	0.575985	0.561441	0.490979	
0.677128	0.411393	0.552075	0.472387	
0.0295706	0.542073	0.464573	0.544675	
0.379925	0.549702	0.341813	0.533808	
0.475295	0.831248	0.538079	0.557388	
0.503547	0.366432	0.396101	0.463992	
0.0264544	0.315429	0.571545	0.463637	
0.405979	0.65093	0.452167	0.527001	
0.271193	0.51022	0.398871	0.490277	
0.372801	0.295075	0.564413	0.485929	
0.909457	0.516122	0.3864	0.472095	
0.45145	0.629191	0.364667	0.52501	
0.649935	0.604457	0.307942	0.510869	
0.529084	0.896687	0.500125	0.502632	
0.587119	0.281816	0.536201	0.490213	
0.931092	0.374703	0.360945	0.474921	
0.732583	0.277661	0.426386	0.473476	
0.752043	0.380545	0.299881	0.497616	
0.972166	0.569527	0.630066	0.496864	
0.103837	0.522071	0.49021	0.476761	
0.268389	0.444738	0.559082	0.476122	
0.322799	0.273496	0.375735	0.49751	
0.311223	0.546148	0.486732	0.477106	
0.840904	0.722249	0.552679	0.482544	
0.255272	0.271356	0.458989	0.4592	
0.853686	0.484456	0.464915	0.51835	
0.384665	0.625076	0.498329	0.492493	
0.512604	0.523627	0.543086	0.491026	
0.642956	0.270175	0.311821	0.515131	
0.713169	0.112118	0.493969	0.478599	
0.723555	0.153644	0.560087	0.503307	
0.253386	0.528543	0.56455	0.49069	
0.236214	0.496063	0.467388	0.466803	
0.0631699	0.654094	0.717885	0.455626	
0.83522	0.601588	0.439892	0.522754	
0.235344	0.768376	0.411656	0.448724	
0.163409	0.644129	0.567049	0.515367	
0.551389	0.84229	0.607032	0.532715	
0.97683	0.536943	0.476525	0.539585	
0.5139	0.507855	0.490796	0.549259	
0.571189	0.283567	0.548282	0.513174	
0.948678	0.247759	0.370861	0.504805	
0.464705	0.0735649	0.558257	0.475606	
0.34761	0.560328	0.527856	0.484002	
0.825252	0.857036	0.583381	0.486904	
0.567122	0.587999	0.375693	0.518157	
0.834416	0.392561	0.509206	0.503472	
0.822381	0.346501	0.202536	0.508885	
0.746183	0.46688	0.51346	0.478383	
0.308313	0.412794	0.385201	0.469749	
0.632945	0.12432	0.451769	0.481036	
0.158361	0.597642	0.502216	0.500408	
0.126291	0.570788	0.642146	0.553166	
0.436861	0.685707	0.539784	0.536482	
0.270109	0.262252	0.559367	0.491837	
0.618148	0.591418	0.425646	0.526454	
0.827379	0.422878	0.61447	0.493615	
0.509066	0.424301	0.570655	0.444971	
0.504525	0.48475	0.492035	0.474978	
0.684839	0.477542	0.470019	0.50229	
0.55082	0.511425	0.57129	0.475853	
0.76184	0.282546	0.554385	0.50491	
0.89302	0.59696	0.532951	0.527182	
0.698107	0.527074	0.448687	0.539722	
0.331756	0.639013	0.571994	0.457795	
0.227626	0.58582	0.45471	0.530385	
0.276391	0.764754	0.619018	0.498154	
0.830405	0.511901	0.617854	0.484858	
0.901728	0.129444	0.539094	0.475049	
0.025517	0.2568	0.533815	0.434277	
0.274784	0.483424	0.473162	0.478008	
0.901546	0.440239	0.708656	0.548967	
0.28256	0.580836	0.306368	0.517262	
0.919868	0.256561	0.470928	0.503641	
0.269969	0.674146	0.477203	0.490427	
0.660075	0.653396	0.598131	0.521551	
0.844361	0.455625	0.443476	0.501005	
0.161175	0.628765	0.390065	0.493837	
0.687947	0.990847	0.536996	0.472809	
0.73963	0.504197	0.503123	0.53124	
0.138673	0.633146	0.468073	0.49584	
0.750164	0.0580226	0.622069	0.473943	
0.073398	0.094766	0.43831	0.487973	
0.307117	0.226711	0.402353	0.507463	
0.191986	0.563885	0.612459	0.494532	
0.108249	0.180848	0.621853	0.485645	
0.758506	0.247349	0.512425	0.461491	
0.580124	0.470987	0.403098	0.485444	
0.73416	0.258705	0.644322	0.51061	
0.303454	0.426169	0.505808	0.435135	
0.44488	0.205321	0.352137	0.472265	
0.870276	0.678776	0.452273	0.502775	
0.691224	0.611241	0.496278	0.498423	
0.671517	0.681581	0.40502	0.517642	
0.0922554	0.383296	0.556452	0.537207	
0.917819	0.442306	0.491743	0.504117	
0.874075	0.264518	0.570255	0.531666	
0.182305	0.413547	0.4479	0.474771	
0.776041	0.575332	0.438197	0.506641	
0.174871	0.706551	0.481315	0.540269	
0.356817	0.358577	0.371379	0.542802	
0.120361	0.408955	0.454481	0.525964	
0.0536945	0.38095	0.592914	0.475831	
0.868519	0.196739	0.429843	0.500476	
0.804818	0.686794	0.60056	0.532087	
0.558002	0.509076	0.569675	0.499771	
0.564581	0.234427	0.576921	0.477882	
0.472135	0.390416	0.61693	0.54617	
0.758633	0.384492	0.491474	0.522733	
0.27583	0.594316	0.572532	0.513438	
0.557913	0.647183	0.442445	0.459521	
0.319397	0.383006	0.449708	0.516893	
0.412159	0.301789	0.39971	0.497354	
0.898978	0.231465	0.523766	0.508183	
0.558369	0.688037	0.480281	0.516998	
0.0399035	0.855751	0.437837	0.513723	
0.0798171	0.388097	0.610609	0.536938	
0.3313	0.458805	0.667789	0.51258	
0.980015	0.278397	0.565634	0.48502	
0.150955	0.345943	0.504978	0.543686	
0.697267	0.64082	0.486333	0.421384	
0.441731	0.865544	0.464024	0.520482	
0.00857444	0.190413	0.517787	0.515091	
0.223879	0.504809	0.568378	0.464044	
0.2435	0.535242	0.368066	0.491889	
0.338066	0.690128	0.523612	0.507871	
0.0932621	0.514096	0.384011	0.516577	
0.615706	0.433983	0.554583	0.474708	
0.840869	0.133859	0.619583	0.539331	
0.498634	0.949029	0.472581	0.532714	
0.807252	0.800722	0.344904	0.466935	
0.722392	0.505549	0.485508	0.558976	
0.946524	0.736226	0.46477	0.456057	
0.160243	0.508206	0.314362	0.473451	
0.316285	0.777916	0.302073	0.457584	
0.316168	0.343921	0.334876	0.528911	
0.987921	0.627158	0.542718	0.515291	
0.413854	0.480572	0.549073	0.517742	
0.18525	0.337816	0.527025	0.47658	
0.868749	0.493577	0.552197	0.525806	
0.0421274	0.551642	0.475698	0.434538	
0.763911	0.394058	0.412394	0.478811	
0.481326	0.482269	0.387156	0.474247	
0.269643	0.390768	0.474757	0.574706	
0.769946	0.516522	0.60145	0.465975	
0.882911	0.308177	0.474064	0.519729	
0.109157	0.81413	0.573241	0.556049	
0.303932	0.33793	0.554345	0.493866	
0.379564	0.606614	0.232651	0.494749	
0.953479	0.607034	0.498218	0.476431	
0.829637	0.425076	0.572565	0.458819	
0.2797	0.547562	0.434375	0.546593	
0.529457	0.608865	0.731951	0.519427	
0.443172	0.770389	0.390724	0.480894	
0.541422	0.768985	0.290223	0.499877	
0.758579	0.340924	0.506535	0.478214	
0.937139	0.452267	0.576574	0.479376	
0.103785	0.29129	0.280778	0.531758	
0.996781	0.634439	0.532969	0.489153	
0.254184	0.181997	0.498778	0.431198	
0.220635	0.570833	0.66576	0.530805	
0.2219	0.400916	0.505873	0.458515	
0.315653	0.636434	0.337657	0.464998	
0.676845	0.386846	0.605294	0.525708	
0.876177	0.246859	0.418466	0.53319	
0.0595164	0.773217	0.554333	0.507306	
0.369744	0.419426	0.639629	0.515553	
0.217016	0.123798	0.633672	0.502506	
0.0327309	0.444353	0.526184	0.485226	
0.495263	0.370634	0.493516	0.514026	
0.529509	0.372631	0.412717	0.497177	
0.115936	0.823788	0.446749	0.47399	
0.996921	0.937618	0.662764	0.495855	
0.184045	0.577257	0.462982	0.489048	
0.379387	0.662482	0.436674	0.505088	
0.555946	0.528772	0.511213	0.503735	
0.917378	0.205049	0.493112	0.510622	
0.265989	0.32921	0.391026	0.504973	
0.070469	0.532525	0.512217	0.471906	
0.74375	0.757457	0.488914	0.514015	
0.993415	0.807895	0.536923	0.49329	
0.537863	0.238377	0.41336	0.504723	
0.0359196	0.541355	0.388186	0.487819	
0.530869	0.462515	0.53956	0.515955	
0.398322	0.710581	0.590518	0.511571	
0.9092	0.921853	0.610182	0.514515	
0.165173	0.32557	0.517121	0.519424	
0.833247	0.955327	0.527048	0.471931	
0.882907	0.81286	0.635761	0.465625	
0.352317	0.665222	0.370603	0.510026	
0.321712	0.395715	0.329474	0.498525	
0.237217	0.708772	0.580673	0.501207	
0.301791	0.13204	0.503269	0.467969	
0.965185	0.49499	0.442259	0.452035	
0.680908	0.394926	0.315214	0.560205	
0.915852	0.204021	0.463887	0.516279	
0.0263379	0.560553	0.42899	0.460272	
0.337402	0.608748	0.59219	0.450124	
0.924908	0.356054	0.514509	0.491804	
0.0763618	0.514505	0.516645	0.490551	
0.368024	0.582642	0.457202	0.450437	
0.374728	0.367934	0.418455	0.472354	
0.308212	0.154531	0.523827	0.549011	
0.207341	0.732363	0.494764	0.441631	
0.26001	0.603682	0.595172	0.494081	
0.922913	0.216948	0.498817	0.470277	
0.228938	0.629735	0.485075	0.467601	
0.329904	0.315708	0.62562	0.525087	
0.0892437	0.654031	0.598764	0.507297	
0.85688	0.535917	0.393921	0.489941	
0.716439	0.483214	0.395593	0.442295	
0.0583594	0.707042	0.690957	0.509927	
0.82451	0.391185	0.635228	0.509036	
0.280319	0.707011	0.45096	0.500814	
0.467172	0.49145	0.395791	0.48845	
0.667127	0.445097	0.554146	0.530709	
0.566592	0.441629	0.587874	0.505918	
0.720844	0.283104	0.35572	0.468405	
0.29955	0.414908	0.586321	0.475485	
0.507865	0.327396	0.452873	0.475962	
0.005519	0.287138	0.283412	0.481398	
0.908244	0.362098	0.494358	0.508062	
0.50859	0.0526667	0.412763	0.458935	
0.334816	0.404781	0.523577	0.504951	
0.688361	0.886545	0.569988	0.504212	
0.182983	0.422528	0.512056	0.504493	
0.217266	0.178824	0.435146	0.45338	
0.531495	0.690316	0.417939	0.473591	
0.692121	0.4982	0.573567	0.504698	
0.687504	0.360655	0.457143	0.48429	
0.859502	0.786989	0.562199	0.502088	
0.386082	0.494088	0.483929	0.476977	
0.504069	0.382636	0.520708	0.516029	
0.226713	0.243124	0.502165	0.509683	
0.0871002	0.533333	0.353228	0.538616	
0.777992	0.365836	0.546395	0.504411	
0.411767	0.559366	0.433278	0.552416	
0.622195	0.871972	0.525882	0.486075	
0.14797	0.565706	0.638916	0.516668	
0.599737	0.91474	0.52938	0.539406	
0.303742	0.0934445	0.458617	0.54716	
0.19736	0.232374	0.573269	0.451406	
0.895707	0.302106	0.53836	0.559871	
0.47552	0.518492	0.571413	0.550805	
0.817035	0.711419	0.5684	0.486677	
0.981368	0.402505	0.597348	0.49196	
0.601741	0.110148	0.593301	0.473477	
0.724182	0.432588	0.515375	0.53333	
0.608985	0.29479	0.499348	0.526634	
0.665868	0.256287	0.403036	0.519812	
0.473346	0.36094	0.528926	0.463219	
0.76587	0.429052	0.488295	0.550417	
0.0778853	0.562033	0.465286	0.534763	
0.241374	0.553218	0.397344	0.496644	
0.837132	0.294812	0.498804	0.498092	
0.349723	0.25718	0.36808	0.545532	
0.0422271	0.804916	0.676275	0.500954	
0.624515	0.616795	0.303028	0.554901	
0.21317	0.538515	0.581775	0.506719	
0.988212	0.91578	0.370741	0.499258	
0.174077	0.356095	0.577873	0.505691	
0.102019	0.649022	0.47744	0.51036	
0.645454	0.637544	0.660727	0.541615	
0.070612	0.507428	0.552726	0.529557	
0.862764	0.185173	0.480509	0.5469	
0.794616	0.769864	0.42063	0.482775	
0.61743	0.484196	0.504624	0.490101	
0.385244	0.42389	0.44051	0.495825	
0.685963	0.489405	0.381631	0.534586	
0.910195	0.627139	0.44503	0.528509	
0.395198	0.590451	0.460581	0.530246	
0.643056	0.463706	0.468134	0.489984	
0.843014	0.390304	0.475287	0.461487	
0.730465	0.475938	0.564009	0.458634	
0.715565	0.520807	0.59475	0.458067	
0.343242	0.446421	0.580013	0.438736	
0.347887	0.583493	0.466238	0.513061	
0.0727293	0.622021	0.551626	0.478018	
0.162349	0.397514	0.438947	0.478717	
0.577863	0.763729	0.460527	0.491848	
0.105631	0.418524	0.51711	0.475628	
0.495599	0.767608	0.506654	0.478071	
0.424578	0.340182	0.331778	0.457505	
0.603694	0.459256	0.265731	0.485589	
0.356911	0.497906	0.403654	0.519256	
0.475712	0.860222	0.358848	0.453294	
0.757835	0.812241	0.50332	0.491853	
0.0262916	0.281573	0.400499	0.484864	
0.551938	0.257639	0.368415	0.461036	
0.96672	0.857658	0.485115	0.43712	
0.509936	0.614115	0.443495	0.515578	
0.89788	0.697555	0.513564	0.490859	
0.220632	0.589895	0.668157	0.471676	
0.550628	0.779416	0.521112	0.476068	
0.440257	0.87105	0.606038	0.482707	
0.925118	0.636279	0.442782	0.504736	
0.584343	0.544575	0.613823	0.487857	
0.287444	0.473957	0.585558	0.545419	
0.955662	0.183183	0.509709	0.527419	
0.156916	0.870419	0.465557	0.555836	
0.781354	0.340037	0.499696	0.526442	
0.438158	0.711511	0.368512	0.509801	
0.283694	0.195388	0.370982	0.51498	
0.161844	0.108448	0.489265	0.511496	
0.960234	0.351762	0.594436	0.553502	
0.648331	0.595919	0.521796	0.44575	
0.265159	0.450777	0.490246	0.46883	
0.838467	0.3051	0.510679	0.493758	
0.969901	0.145908	0.491817	0.468008	
0.698565	0.520628	0.442974	0.47076	
0.914495	0.44796	0.556321	0.491628	
0.00338915	0.20033	0.601462	0.507486	
0.812056	0.384922	0.451907	0.491101	
0.411437	0.68054	0.639498	0.50713	
0.489714	0.449478	0.459309	0.501149	
0.987495	0.531632	0.520657	0.508431	
0.820863	0.644541	0.550199	0.45891	
0.203119	0.262449	0.635246	0.544256	
0.637644	0.595786	0.524185	0.49078	
0.201542	0.656899	0.459441	0.545224	
0.128083	0.122902	0.62645	0.468991	
0.626935	0.204321	0.538291	0.517539	
0.619485	0.761808	0.599471	0.482142	
0.412094	0.463278	0.595111	0.50481	
0.322099	0.357953	0.407743	0.50454	
0.214079	0.232269	0.489848	0.475963	
0.842406	0.535119	0.44673	0.474322	
0.0458552	0.472442	0.639982	0.548084	
0.310634	0.551281	0.580203	0.540602	
0.206164	0.71063	0.485516	0.456261	
0.372215	0.567197	0.454709	0.508497	
0.806605	0.597714	0.448552	0.485157	
0.774826	0.764681	0.396945	0.54443	
0.221275	0.694817	0.589628	0.464618	
0.00858662	0.41065	0.51165	0.483706	
0.179599	0.239254	0.487528	0.484361	
0.813265	0.137586	0.519786	0.487082	
0.41972	0.540382	0.502418	0.524732	
0.377762	0.551859	0.66296	0.562218	
0.792929	0.558411	0.535042	0.474545	
0.506635	0.583797	0.470176	0.491999	
0.851402	0.639743	0.401088	0.513825	
0.628917	0.613706	0.498805	0.50177	
0.226815	0.652006	0.677273	0.517932	
0.305724	0.0670242	0.369171	0.46297	
0.981052	0.0371589	0.635594	0.488697	
0.281953	0.258119	0.484769	0.484952	
0.677064	0.315212	0.294656	0.544644	
0.00829724	0.616509	0.423296	0.49017	
0.101661	0.5824	0.456208	0.467098	
0.919686	0.471566	0.683201	0.49857	
0.198417	0.563442	0.520498	0.496419	
0.325228	0.503763	0.69638	0.488185	
0.755274	0.256194	0.383542	0.51338	
0.381145	0.664571	0.615702	0.460966	
0.23162	0.567605	0.419103	0.454871	
0.856243	0.424029	0.3179	0.510752	
0.272455	0.230377	0.565991	0.501667	
0.310891	0.542283	0.37817	0.543457	
0.252716	0.194058	0.538075	0.49038	
0.94489	0.763855	0.424831	0.577591	
0.0997469	0.569922	0.430193	0.477266	
0.0492801	0.378292	0.416294	0.571247	
0.0161969	0.543768	0.472192	0.495159	
0.136104	0.428996	0.512322	0.490939	
0.28437	0.761986	0.505508	0.452986	
